date,title,link,content
10 Jul 2009," Tun Ismail Ali Chair Public Lecture on 10 July 2009 by Prof. Dr. Takatoshi Ito of Tokyo University, Presentation Slides [PDF, 277KB]",https://www.bnm.gov.my/-/%3Ca-href-/documents/20124/761712/ito_slides.pdf-target-blank-rel-noopener-%3E-tun-ismail-ali-chair-public-lecture-on-10-july-2009-by-prof.-dr.-takatoshi-ito-of-tokyo-university-presentation-slides-pdf-277kb-%3C/a%3E,"









Reading:
 Tun Ismail Ali Chair Public Lecture on 10 July 2009 by Prof. Dr. Takatoshi Ito of Tokyo University, Presentation Slides [PDF, 277KB]

 Share:




    Shares
  





















 Tun Ismail Ali Chair Public Lecture on 10 July 2009 by Prof. Dr. Takatoshi Ito of Tokyo University, Presentation Slides [PDF, 277KB] 
Embargo :
                    For immediate release

Not for publication or broadcast before 
 2008 on 
 Friday, 10 July 2009
                    

10 Jul 2009
                                                    







.


Bank Negara Malaysia
                10 July 2009
            
© Bank Negara Malaysia, 2009. All rights reserved.

"
08 Jul 2009,"SME Assistance Guarantee Scheme , FAQs & Leaflet",https://www.bnm.gov.my/-/%3Ca-href-/documents/20124/761712/smeag_leaflet_en.pdf-rel-noopener-target-blank-%3Esme-assistance-guarantee-scheme-faqs-leaflet%3C/a%3E,"









Reading:
SME Assistance Guarantee Scheme , FAQs & Leaflet

 Share:




    Shares
  





















SME Assistance Guarantee Scheme , FAQs & Leaflet 
Embargo :
                    For immediate release

Not for publication or broadcast before 
 2009 on 
 Wednesday, 8 July 2009
                    

8 Jul 2009
                                                    







.


Bank Negara Malaysia
                8 July 2009
            
© Bank Negara Malaysia, 2009. All rights reserved.

"
07 Jul 2009,Microfinance Comparative Table & FAQs,https://www.bnm.gov.my/-/microfinance-comparative-table-faqs,"









Reading:
Microfinance Comparative Table & FAQs

 Share:




    Shares
  





















Microfinance Comparative Table & FAQs 
Embargo :
                    For immediate release

Not for publication or broadcast before 
 2001 on 
 Tuesday, 7 July 2009
                    

7 Jul 2009
                                                    







View the Comparative Table and FAQs

Bank Negara Malaysia
                7 July 2009
            
© Bank Negara Malaysia, 2009. All rights reserved.

"
01 Jul 2009,Sila lihat Peringatan Untuk Konsumer Kewangan,https://www.bnm.gov.my/-/%3Ca-href-/financial-consumer-alert-%3Esila-lihat-peringatan-untuk-konsumer-kewangan%3C/a%3E-1,"


Key Rates & Statistics




Overnight Policy Rate

3.00
%

As of 
            7 Mar 2024
            



BNM International Reserves

113.4
USD bilion

As at 
            15 Apr 2024
            



Statutory Reserve Requirement 

2.00
%

            More info





Selected Market Indicators


Foreign Exchange Market 
MYR/USD midrate at noon
Latest Rates
Historical Lookup

4.7755


Govt Bond Market
MGS 10-yr yield close
Latest Rates

3.96%


Money Market (Conventional)
Malaysia Overnight Rate (MYOR)
Latest Rates

3.01%


Islamic Money Market
 Malaysia Islamic Overnight Rate (MYOR-i)
Latest Rates

3.00%


Gold Bullion Coin
Kijang Emas 1oz selling (RM)
More info

11,765






Selected Country Indicators


Real GDP Growth, y-o-y
(4th Quarter 2023)

3.0%


Consumer Price Index, y-o-y
(Feb 2024)

1.8%


Broad Money (M3)
(RM billion)
(Feb 2024)

2,423.1


Banking Loans to the Private Sector
(RM billion)
(Feb 2024)

2,341.4


Gross External Debt
(RM billion)
(4th Quarter 2023)

1,242.6
                    


Population
                      (million person)
(2023)

33.4
                    


Complete NSDP table








"
29 Dec 2010,New Guideline: Concept Paper on Shariah Parameter Reference 5: Istisna' Contract.,https://www.bnm.gov.my/-/new-guideline-concept-paper-on-shariah-parameter-reference-5-istisna-contract.,"









Reading:
New Guideline: Concept Paper on Shariah Parameter Reference 5: Istisna' Contract.

  Share:




    Shares
  




















New Guideline: Concept Paper on Shariah Parameter Reference 5: Istisna' Contract.
Release Date:   29 Dec 2010





New guideline on Shariah Parameter Reference 5: Istisna' Contract has been posted on Bank Negara Malaysia's website.

The PDF documents are available for download. Click on the URL below to view the Guidelines & Circulars listing.

Concept Paper on Shariah Parameter Reference 5: Istisna' Contract

Attachment 1: Draft of Shariah Parameter Reference 5: Istisna' Contract


Attachment 2: Feedback Form on Draft of Shariah Parameter Reference 5: Istisna' Contract (SPR5)

© 2024 Bank Negara Malaysia. All rights reserved.





"
29 Dec 2010,Guidelines & Circulars: Schedule of Shariah Advisory Council Meetings for 2011,https://www.bnm.gov.my/-/guidelines-circulars-schedule-of-shariah-advisory-council-meetings-for-2011,"









Reading:
Guidelines & Circulars: Schedule of Shariah Advisory Council Meetings for 2011

  Share:




    Shares
  




















Guidelines & Circulars: Schedule of Shariah Advisory Council Meetings for 2011
Release Date:   29 Dec 2010





Schedule of Shariah Advisory Council Meetings for 2011 has been posted on Bank Negara Malaysia's website.
The PDF documents are available for download. Click here to view the Guidelines & Circulars listing.
© 2024 Bank Negara Malaysia. All rights reserved.





"
28 Dec 2010,Notification: Companies which are no longer permitted to conduct remittance business,https://www.bnm.gov.my/-/notification-companies-which-are-no-longer-permitted-to-conduct-remittance-business-1,"









Reading:
Notification: Companies which are no longer permitted to conduct remittance business

  Share:




    Shares
  




















Notification: Companies which are no longer permitted to conduct remittance business
Release Date:   28 Dec 2010





Bank Negara Malaysia would like to inform members of the public that the following companies are no longer permitted to conduct remittance business:

LBC Remittance Express Sdn. Bhd.
Worldwide Remittance (M) Sdn. Bhd.

Members of the public are reminded not to remit funds through these companies as there is the risk of the funds not being received by the beneficiaries.

Any person who engages in money laundering commits an offence under the Anti-Money Laundering and Anti-Terrorism Financing Act 2001 (AMLATFA), including engaging in a transaction that involves proceeds of an unlawful activity, such as the operation of remittance services without permission.

Members of the public who deal with persons not permitted to operate remittance services may be affected if the funds involved are frozen pursuant to an investigation under the AMLATFA.
© 2024 Bank Negara Malaysia. All rights reserved.





"
27 Dec 2010,Newly updated: Guidelines on Corporate Governance for Licensed Institutions and Minimum Standards for Prudential Management of Insurers (Consolidated),https://www.bnm.gov.my/-/newly-updated-guidelines-on-corporate-governance-for-licensed-institutions-and-minimum-standards-for-prudential-management-of-insurers-consolidated-,"









Reading:
Newly updated: Guidelines on Corporate Governance for Licensed Institutions and Minimum Standards for Prudential Management of Insurers (Consolidated)

  Share:




    Shares
  




















Newly updated: Guidelines on Corporate Governance for Licensed Institutions and Minimum Standards for Prudential Management of Insurers (Consolidated)
Release Date:   27 Dec 2010





Guidelines listed below have been updated.

Guidelines on Corporate Governance for Licensed Institutions and
Minimum Standards for Prudential Management of Insurers (Consolidated)

The PDF format document are available for download via the URL provided below:

Guidelines on Corporate Governance for Licensed Institutions

Attachment 1 (ZIP,77KB)


Minimum Standards for Prudential Management of Insurers (Consolidated)

Related attachment



© 2024 Bank Negara Malaysia. All rights reserved.





"
20 Dec 2010,Financial Sector Talent Enrichment Programme (FSTEP): 2011 intake,https://www.bnm.gov.my/-/financial-sector-talent-enrichment-programme-fstep-2011-intake,"









Reading:
Financial Sector Talent Enrichment Programme (FSTEP): 2011 intake

  Share:




    Shares
  




















Financial Sector Talent Enrichment Programme (FSTEP): 2011 intake
Release Date:   20 Dec 2010





The Financial Sector Talent Enrichment Programme (FSTEP) wishes to announce that the 2011 intake is now open for registration.

This programme is targeted at graduates from local and foreign institutions of higher learning as well as those who are working in the non-financial sector but with interest to pursue careers in the financial services industry i.e. conventional banks, Islamic banks, insurance and takaful companies.

Please visit www.fstep.org.my for more information.

Closing date: 15 February 2011

Click here [JPG, 900K] to download the brochure.
© 2024 Bank Negara Malaysia. All rights reserved.





"
17 Dec 2010,Newly updated: Guidelines on Capital Adequacy Framework for Islamic Banks (CAFIB) and Classification and Impairment Provision for Loans/Financing,https://www.bnm.gov.my/-/newly-updated-guidelines-on-capital-adequacy-framework-for-islamic-banks-cafib-and-classification-and-impairment-provision-for-loans/financing,"









Reading:
Newly updated: Guidelines on Capital Adequacy Framework for Islamic Banks (CAFIB) and Classification and Impairment Provision for Loans/Financing

  Share:




    Shares
  




















Newly updated: Guidelines on Capital Adequacy Framework for Islamic Banks (CAFIB) and Classification and Impairment Provision for Loans/Financing
Release Date:   17 Dec 2010





The guidelines listed below have been updated.

Capital Adequacy Framework for Islamic Banks (CAFIB) - Disclosure Requirements (Pillar 3) and
Classification and Impairment Provision for Loans/Financing

© 2024 Bank Negara Malaysia. All rights reserved.





"
08 Dec 2010,New Guidelines: Risk-Weighted Capital Adequacy Framework (Basel II) and Capital Adequacy Framework for Islamic Banks (CAFIB),https://www.bnm.gov.my/-/new-guidelines-risk-weighted-capital-adequacy-framework-basel-ii-and-capital-adequacy-framework-for-islamic-banks-cafib-,"









Reading:
New Guidelines: Risk-Weighted Capital Adequacy Framework (Basel II) and Capital Adequacy Framework for Islamic Banks (CAFIB)

  Share:




    Shares
  




















New Guidelines: Risk-Weighted Capital Adequacy Framework (Basel II) and Capital Adequacy Framework for Islamic Banks (CAFIB)
Release Date:   08 Dec 2010





New guidelines have been posted on Bank Negara Malaysia's website. Those are:

Risk-Weighted Capital Adequacy Framework (Basel II) - Internal Capital Adequacy Assessment Process (Pillar 2)
Capital Adequacy Framework for Islamic Banks (CAFIB) - Internal Capital Adequacy Assessment Process (Pillar 2)

© 2024 Bank Negara Malaysia. All rights reserved.





"
10 Nov 2010,Notification: Companies which are no longer permitted to conduct remittance business,https://www.bnm.gov.my/-/notification-companies-which-are-no-longer-permitted-to-conduct-remittance-business,"









Reading:
Notification: Companies which are no longer permitted to conduct remittance business

  Share:




    Shares
  




















Notification: Companies which are no longer permitted to conduct remittance business
Release Date:   10 Nov 2010





Bank Negara Malaysia would like to inform members of the public that the following companies are no longer permitted to conduct remittance business:

PPTKI RemitXpress Sdn. Bhd.
Herald Remittance Sdn. Bhd.

Members of the public are reminded not to remit funds through these companies as there is the risk of the funds not being received by the beneficiaries. Any person who engages in money laundering commits an offence under the Anti-Money Laundering and Anti-Terrorism Financing Act 2001 (AMLATFA), including engaging in a transaction that involves proceeds of an unlawful activity, such as the operation of remittance services without permission. Members of the public who deal with persons not permitted to operate remittance services may be affected if the funds involved are frozen pursuant to an investigation under the AMLATFA.
© 2024 Bank Negara Malaysia. All rights reserved.





"
27 Oct 2010,Newly published: Shariah Resolutions in Islamic Finance (Second Edition) Book,https://www.bnm.gov.my/-/newly-published-shariah-resolutions-in-islamic-finance-second-edition-book,"









Reading:
Newly published: Shariah Resolutions in Islamic Finance (Second Edition) Book

  Share:




    Shares
  




















Newly published: Shariah Resolutions in Islamic Finance (Second Edition) Book
Release Date:   27 Oct 2010





The Shariah Resolutions in Islamic Finance (Second Edition) book is now available for download. Click here to download the book.
Note: Currently, only Bahasa Malaysia version is available.
© 2024 Bank Negara Malaysia. All rights reserved.





"
26 Oct 2010,"Governor's Presentation Slides at the Regulators Forum - Special Session on Islamic Finance and Financial Stability Report: ""Enhancing the Resilience and Stability of the Islamic Financial System""",https://www.bnm.gov.my/notices-announcements/-/asset_publisher/XRQ5HftX94WW/content/governor-s-presentation-slides-at-the-regulators-forum-special-session-on-islamic-finance-and-financial-stability-report-enhancing-the-resilience-and-stability-of-the-islamic-financial-system-?_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_XRQ5HftX94WW_assetEntryId=1084358&amp;_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_XRQ5HftX94WW_redirect=https%3A%2F%2Fwww.bnm.gov.my%2Fnotices-announcements%3Fp_p_id%3Dcom_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_XRQ5HftX94WW%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_XRQ5HftX94WW_cur%3D0%26p_r_p_resetCur%3Dtrue%26_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_XRQ5HftX94WW_assetEntryId%3D1084358,"









Reading:
Governor's Presentation Slides at the Regulators Forum - Special Session on Islamic Finance and Financial Stability Report: ""Enhancing the Resilience and Stability of the Islamic Financial System""

 Share:




    Shares
  





















Governor's Presentation Slides at the Regulators Forum - Special Session on Islamic Finance and Financial Stability Report: ""Enhancing the Resilience and Stability of the Islamic Financial System"" 
Embargo :
                    For immediate release

Not for publication or broadcast before 
 1119 on 
 Tuesday, 26 October 2010
                    

26 Oct 2010
                                                    







Governor Dr. Zeti delivered a presentation on ""Enhancing the Resilience and Stability of the Islamic Financial System"" at the Regulators Forum - Special Session on Islamic Finance and Financial Stability Report. The PDF format document is available for download via the URL provided below:

Download Link

Bank Negara Malaysia
                26 October 2010
            
© Bank Negara Malaysia, 2010. All rights reserved.

"
26 Oct 2010,Newly updated: Guidelines on Shariah Governance Framework for Islamic Financial Institutions,https://www.bnm.gov.my/-/newly-updated-guidelines-on-shariah-governance-framework-for-islamic-financial-institutions,"









Reading:
Newly updated: Guidelines on Shariah Governance Framework for Islamic Financial Institutions

  Share:


5

    Shares
  




















Newly updated: Guidelines on Shariah Governance Framework for Islamic Financial Institutions
Release Date:   26 Oct 2010





Guidelines on Shariah Governance Framework for Islamic Financial Institutions has been updated. The PDF format document is available for download via the URL provided below:
Download Link
© 2024 Bank Negara Malaysia. All rights reserved.





"
20 Oct 2010,RINGGIT Newsletter (September issue) is now available for download.,https://www.bnm.gov.my/-/ringgit-newsletter-september-issue-is-now-available-for-download.,"









Reading:
RINGGIT Newsletter (September issue) is now available for download.

  Share:




    Shares
  




















RINGGIT Newsletter (September issue) is now available for download.
Release Date:   20 Oct 2010





Click on the link below to get the latest issue:

Issue - Sep/2011 , PDF
 
© 2024 Bank Negara Malaysia. All rights reserved.





"
15 Oct 2010,The 2011 Budget Speech by Prime Minister of Malaysia,https://www.bnm.gov.my/-/the-2011-budget-speech-by-prime-minister-of-malaysia,"









Reading:
The 2011 Budget Speech by Prime Minister of Malaysia

  Share:




    Shares
  




















The 2011 Budget Speech by Prime Minister of Malaysia
Release Date:   15 Oct 2010





The 2011 Budget Speech by YAB Dato' Seri Mohd. Najib Tun Abdul Razak, Prime Minister and Minister of Finance. Click on hyperlinks below to download.

The 2011 Budget Speech & Attachment.
© 2024 Bank Negara Malaysia. All rights reserved.





"
13 Oct 2010,Newly updated: Individuals Wanted by BNM -- Suspected for Committing Illegal Deposit Taking,https://www.bnm.gov.my/-/newly-updated-individuals-wanted-by-bnm-suspected-for-committing-illegal-deposit-taking,"









Reading:
Newly updated: Individuals Wanted by BNM -- Suspected for Committing Illegal Deposit Taking

  Share:




    Shares
  




















Newly updated: Individuals Wanted by BNM -- Suspected for Committing Illegal Deposit Taking
Release Date:   13 Oct 2010





Bank Negara Malaysia is offering rewards to members of the public for information that leads to the successful arrest of these individuals who are suspected for committing illegal deposit taking under the Banking and Financial Institutions Act 1989 and/or money laundering under the Anti-Money Laundering and Anti-Terrorism Financing Act 2001.

Click here for details:
© 2024 Bank Negara Malaysia. All rights reserved.





"
21 Sep 2010,Newly published: Circular on Issuance of Special Employment Pass for Islamic Finance Expatriates under the Malaysia International Islamic Financial Centre (MIFC) Initiative,https://www.bnm.gov.my/-/newly-published-circular-on-issuance-of-special-employment-pass-for-islamic-finance-expatriates-under-the-malaysia-international-islamic-financial-centre-mifc-initiative,"









Reading:
Newly published: Circular on Issuance of Special Employment Pass for Islamic Finance Expatriates under the Malaysia International Islamic Financial Centre (MIFC) Initiative

  Share:




    Shares
  




















Newly published: Circular on Issuance of Special Employment Pass for Islamic Finance Expatriates under the Malaysia International Islamic Financial Centre (MIFC) Initiative
Release Date:   21 Sep 2010





Circular on Issuance of Special Employment Pass for Islamic Finance Expatriates
under the Malaysia International Islamic Financial Centre (MIFC) Initiative is now available.

 
© 2024 Bank Negara Malaysia. All rights reserved.





"
26 Aug 2010,Newly published: Guidelines on Introduction of New Products for Insurance Companies and Takaful Operators,https://www.bnm.gov.my/-/newly-published-guidelines-on-introduction-of-new-products-for-insurance-companies-and-takaful-operators,"









Reading:
Newly published: Guidelines on Introduction of New Products for Insurance Companies and Takaful Operators

  Share:




    Shares
  




















Newly published: Guidelines on Introduction of New Products for Insurance Companies and Takaful Operators
Release Date:   26 Aug 2010





Guidelines on Introduction of New Products for Insurance Companies and Takaful Operators is now available on BNM website. The PDF format document is available for download via the URL provided below:
Download Link
© 2024 Bank Negara Malaysia. All rights reserved.





"
25 Aug 2010,Newly updated: Microfinance Comparative Table,https://www.bnm.gov.my/-/newly-updated-microfinance-comparative-table,"









Reading:
Newly updated: Microfinance Comparative Table

  Share:




    Shares
  




















Newly updated: Microfinance Comparative Table
Release Date:   25 Aug 2010





The Comparative Table on Microfinance has just been updated. The PDF format document is available for download from BNM website.
© 2024 Bank Negara Malaysia. All rights reserved.





"
28 Jul 2010,Individuals Wanted by BNM -- Suspected for Committing Illegal Deposit Taking,https://www.bnm.gov.my/-/individuals-wanted-by-bnm-suspected-for-committing-illegal-deposit-taking,"









Reading:
Individuals Wanted by BNM -- Suspected for Committing Illegal Deposit Taking

  Share:




    Shares
  




















Individuals Wanted by BNM -- Suspected for Committing Illegal Deposit Taking
Release Date:   28 Jul 2010





Sorry, no contents available
© 2024 Bank Negara Malaysia. All rights reserved.





"
22 Jul 2010,Newly published: Guidelines on Financial Reporting for Insurers,https://www.bnm.gov.my/-/newly-published-guidelines-on-financial-reporting-for-insurers,"









Reading:
Newly published: Guidelines on Financial Reporting for Insurers

  Share:




    Shares
  




















Newly published: Guidelines on Financial Reporting for Insurers
Release Date:   22 Jul 2010





Guidelines on Financial Reporting for Insurers is now available on BNM website.
 
© 2024 Bank Negara Malaysia. All rights reserved.





"
15 Jul 2010,Over 1 million people visited Bank Negara Malaysia's website,https://www.bnm.gov.my/-/over-1-million-people-visited-bank-negara-malaysia-s-website,"









Reading:
Over 1 million people visited Bank Negara Malaysia's website

  Share:




    Shares
  




















Over 1 million people visited Bank Negara Malaysia's website
Release Date:   15 Jul 2010





Over 1 million people visited our website since 1st January this year. As of 15 July 2010, our monitoring system shows that 1,002,795 absolute unique visitors have visited our website.
Compared to the same period last year, there is an increase of about 18% in the number of people coming to our website. The number of visits has also increased by 14% accordingly.
The website Administrator Team would like to thank all our users for your support and loyalty to our site. We hope that this website has served you and has met your expectation.
Do let us know if we can improve the site to serve you better.
Once again, thank you!

Our performance now (1st January 2010 - 15 July 2010)







Our performance before (1st January 2009 - 15 July 2009)








© 2024 Bank Negara Malaysia. All rights reserved.





"
