date,title,link
29 Dis 2010,Guidelines & Circulars: Schedule of Shariah Advisory Council Meetings for 2011,https://www.bnm.gov.my/-/guidelines-circulars-schedule-of-shariah-advisory-council-meetings-for-2011
28 Dis 2010,Pemberitahuan: Syarikat-syarikat yang tidak lagi dibenarkan mengendalikan kiriman wang,https://www.bnm.gov.my/-/pemberitahuan-syarikat-syarikat-yang-tidak-lagi-dibenarkan-mengendalikan-kiriman-wang-1
27 Dis 2010,Newly updated: Guidelines on Corporate Governance for Licensed Institutions and Minimum Standards for Prudential Management of Insurers (Consolidated),https://www.bnm.gov.my/-/newly-updated-guidelines-on-corporate-governance-for-licensed-institutions-and-minimum-standards-for-prudential-management-of-insurers-consolidated-
20 Dis 2010,Financial Sector Talent Enrichment Programme (FSTEP): 2011 intake,https://www.bnm.gov.my/-/financial-sector-talent-enrichment-programme-fstep-2011-intake
17 Dis 2010,Newly updated: Guidelines on Capital Adequacy Framework for Islamic Banks (CAFIB) and Classification and Impairment Provision for Loans/Financing,https://www.bnm.gov.my/-/newly-updated-guidelines-on-capital-adequacy-framework-for-islamic-banks-cafib-and-classification-and-impairment-provision-for-loans/financing
08 Dis 2010,New Guidelines: Risk-Weighted Capital Adequacy Framework (Basel II) and Capital Adequacy Framework for Islamic Banks (CAFIB),https://www.bnm.gov.my/-/new-guidelines-risk-weighted-capital-adequacy-framework-basel-ii-and-capital-adequacy-framework-for-islamic-banks-cafib-
10 Nov 2010,Pemberitahuan: Syarikat-syarikat yang tidak lagi dibenarkan mengendalikan kiriman wang,https://www.bnm.gov.my/-/pemberitahuan-syarikat-syarikat-yang-tidak-lagi-dibenarkan-mengendalikan-kiriman-wang
27 Okt 2010,Terbitan terbaharu: Buku Resolusi Syariah dalam Kewangan Islam (Edisi Kedua),https://www.bnm.gov.my/-/terbitan-terbaharu-buku-resolusi-syariah-dalam-kewangan-islam-edisi-kedua-
26 Okt 2010,"Governor's Presentation Slides at the Regulators Forum - Special Session on Islamic Finance and Financial Stability Report: ""Enhancing the Resilience and Stability of the Islamic Financial System""",https://www.bnm.gov.my/notices-announcements/-/asset_publisher/XRQ5HftX94WW/content/governor-s-presentation-slides-at-the-regulators-forum-special-session-on-islamic-finance-and-financial-stability-report-enhancing-the-resilience-and-stability-of-the-islamic-financial-system-?_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_XRQ5HftX94WW_assetEntryId=1084358&amp;_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_XRQ5HftX94WW_redirect=https%3A%2F%2Fwww.bnm.gov.my%2Fnotices-announcements%3Fp_p_id%3Dcom_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_XRQ5HftX94WW%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_XRQ5HftX94WW_cur%3D0%26p_r_p_resetCur%3Dtrue%26_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_XRQ5HftX94WW_assetEntryId%3D1084358
26 Okt 2010,Baharu dikemaskini: Garis Panduan mengenai 'Shariah Governance Framework for Islamic Financial Institutions' (dalam Bahasa Inggeris),https://www.bnm.gov.my/-/baharu-dikemaskini-garis-panduan-mengenai-shariah-governance-framework-for-islamic-financial-institutions-dalam-bahasa-inggeris-
20 Okt 2010,RINGGIT Newsletter (September issue) is now available for download.,https://www.bnm.gov.my/-/ringgit-newsletter-september-issue-is-now-available-for-download.
15 Okt 2010,Ucapan Bajet 2011,https://www.bnm.gov.my/-/ucapan-bajet-2011
13 Okt 2010,Baru dikemaskini: Individu dikehendaki oleh Bank Negara Malaysia berhubung kes pengambilan deposit tanpa lesen,https://www.bnm.gov.my/-/baru-dikemaskini-individu-dikehendaki-oleh-bank-negara-malaysia-berhubung-kes-pengambilan-deposit-tanpa-lesen
21 Sep 2010,Terbitan terbaharu: 'Circular on Issuance of Special Employment Pass for Islamic Finance Expatriates under the Malaysia International Islamic Financial Centre (MIFC) Initiative',https://www.bnm.gov.my/-/terbitan-terbaharu-circular-on-issuance-of-special-employment-pass-for-islamic-finance-expatriates-under-the-malaysia-international-islamic-financial-centre-mifc-initiative-
26 Ogos 2010,Garis Panduan mengenai 'Introduction of New Products for Insurance Companies and Takaful Operators' kini boleh dimuat turun,https://www.bnm.gov.my/-/garis-panduan-mengenai-introduction-of-new-products-for-insurance-companies-and-takaful-operators-kini-boleh-dimuat-turun
25 Ogos 2010,Jadual Perbandingan untuk Pembiayaan Mikro baru dikemaskini,https://www.bnm.gov.my/-/jadual-perbandingan-untuk-pembiayaan-mikro-baru-dikemaskini-1
28 Jul 2010,Individuals Wanted by BNM -- Suspected for Committing Illegal Deposit Taking,https://www.bnm.gov.my/-/individuals-wanted-by-bnm-suspected-for-committing-illegal-deposit-taking
22 Jul 2010,Garis Panduan mengenai 'Guidelines on Financial Reporting for Insurers' kini boleh dimuat turun,https://www.bnm.gov.my/-/garis-panduan-mengenai-guidelines-on-financial-reporting-for-insurers-kini-boleh-dimuat-turun
15 Jul 2010,Lebih 1 juta orang melawat laman sesawang Bank Negara Malaysia,https://www.bnm.gov.my/-/lebih-1-juta-orang-melawat-laman-sesawang-bank-negara-malaysia
15 Jul 2010,Garis Panduan mengenai 'Capital Adequacy Framework for Islamic Banks (CAFIB) - Disclosure Requirements (Pillar 3)' kini boleh dimuat turun,https://www.bnm.gov.my/-/garis-panduan-mengenai-capital-adequacy-framework-for-islamic-banks-cafib-disclosure-requirements-pillar-3-kini-boleh-dimuat-turun
16 Jun 2010,Jualan Duit Syiling Peringatan,https://www.bnm.gov.my/-/jualan-duit-syiling-peringatan
04 Jun 2010,Pan-Asian CSD Alliance on improvement to post trade processing infrastructure,https://www.bnm.gov.my/-/pan-asian-csd-alliance-on-improvement-to-post-trade-processing-infrastructure
20 Mei 2010,Garis Panduan & Surat Pekeliling BNM: Shariah Governance Framework for Islamic Financial Institutions,https://www.bnm.gov.my/-/garis-panduan-surat-pekeliling-bnm-shariah-governance-framework-for-islamic-financial-institutions-1
23 Apr 2010,Maklum Balas Dialu-alukan Cadangan Rangka Kerja Perlindungan Motor Asas (Kemaskini: Hasil Perbincangan dan Maklum Balas Orang Ramai),https://www.bnm.gov.my/-/maklum-balas-dialu-alukan-cadangan-rangka-kerja-perlindungan-motor-asas-kemaskini-hasil-perbincangan-dan-maklum-balas-orang-ramai-
21 Apr 2010,The 2009 Annual Insurance Statistics is now available.,https://www.bnm.gov.my/-/the-2009-annual-insurance-statistics-is-now-available.
15 Apr 2010,Press Release issued by Securities Commission: Swisscash - Court approves criteria for restitution,https://www.bnm.gov.my/-/press-release-issued-by-securities-commission-swisscash-court-approves-criteria-for-restitution
25 Mac 2010,Slides are now available for download: Briefing Sessions on Annual Report 2009 and Financial Stability & Payment Systems Report 2009,https://www.bnm.gov.my/-/slides-are-now-available-for-download-briefing-sessions-on-annual-report-2009-and-financial-stability-payment-systems-report-2009
07 Mac 2010,Bank Negara Malaysia Scholarship Award 2010 / 2011 ( Application closed ),https://www.bnm.gov.my/-/bank-negara-malaysia-scholarship-award-2010-/-2011-application-closed-
07 Jan 2010,Soalan Lazim berkaitan dengan Pembelian dan Penjualan Mata Wang Asing dan Soalan Lazim berkaitan dengan Perkhidmatan Pengurupan Wang,https://www.bnm.gov.my/-/faqs-related-to-buying-or-selling-of-foreign-currency-and-faqs-related-to-money-changing-services.
16 Dis 2011,Baharu diterbitkan: Notis berkenaan Pelaksanaan 'Basel III' (Implementation of Basel III),https://www.bnm.gov.my/-/baharu-diterbitkan-notis-berkenaan-pelaksanaan-basel-iii-implementation-of-basel-iii-1
01 Dis 2011,New act: Money Services Business Act 2011 (Act731),https://www.bnm.gov.my/-/new-act-money-services-business-act-2011-act731-
04 Nov 2011,Key Events at Sasana Kijang and Lanai Kijang (November - December 2011),https://www.bnm.gov.my/-/key-events-at-sasana-kijang-and-lanai-kijang-november-december-2011-
21 Okt 2011,"BNM Website Scheduled Maintenance on Friday, 21st October 2011 (11.00 pm - 1.00 am)",https://www.bnm.gov.my/-/bnm-website-scheduled-maintenance-on-friday-21st-october-2011-11.00-pm-1.00-am-
07 Okt 2011,Muat turun Teks Ucapan Bajet 2012 oleh Perdana Menteri Malaysia sekarang,https://www.bnm.gov.my/-/muat-turun-teks-ucapan-bajet-2012-oleh-perdana-menteri-malaysia-sekarang-1
30 Sep 2011,Resolusi Syariah Dalam Kewangan Islam (Edisi Kedua) Kini Diterbitkan Dalam Bahasa Inggeris,https://www.bnm.gov.my/-/resolusi-syariah-dalam-kewangan-islam-edisi-kedua-kini-diterbitkan-dalam-bahasa-inggeris-1
20 Sep 2011,Ketahui lebih lanjut mengenai Sasana Kijang melalui risalah,https://www.bnm.gov.my/-/ketahui-lebih-lanjut-mengenai-sasana-kijang-melalui-risalah
15 Sep 2011,"BNM Website Scheduled Maintenance on Thursday, 15th September 2011 (11.00 pm - 1.00 am)",https://www.bnm.gov.my/-/bnm-website-scheduled-maintenance-on-thursday-15th-september-2011-11.00-pm-1.00-am-
05 Sep 2011,Updates: Guidelines & Circulars listing on Bank Negara Malaysia's website,https://www.bnm.gov.my/-/updates-guidelines-circulars-listing-on-bank-negara-malaysia-s-website-8
24 Ogos 2011,RINGGIT Newsletter (June issue) is now available for download.,https://www.bnm.gov.my/-/ringgit-newsletter-june-issue-is-now-available-for-download.
08 Jul 2011,Updates: Guidelines & Circulars listing on Bank Negara Malaysia's website,https://www.bnm.gov.my/-/updates-guidelines-circulars-listing-on-bank-negara-malaysia-s-website
28 Jun 2011,Beware of Scams Requesting for Banking Information,https://www.bnm.gov.my/-/beware-of-scams-requesting-for-banking-information
15 Jun 2011,Beware of Email Scam Requesting for Banking Information,https://www.bnm.gov.my/-/beware-of-email-scam-requesting-for-banking-information-1
09 Jun 2011,Frequently Asked Questions (FAQs) on Payment for Trade in Renminbi,https://www.bnm.gov.my/-/frequently-asked-questions-faqs-on-payment-for-trade-in-renminbi
08 Jun 2011,Updates: Guidelines & Circulars listing on Bank Negara Malaysia's website,https://www.bnm.gov.my/-/updates-guidelines-circulars-listing-on-bank-negara-malaysia-s-website-9
01 Jun 2011,Buletin RINGGIT (Keluaran April - Pendidikan Kewangan dan Pengguna) kini boleh dimuat turun.,https://www.bnm.gov.my/-/buletin-ringgit-keluaran-april-pendidikan-kewangan-dan-pengguna-kini-boleh-dimuat-turun.
18 Mei 2011,The 2010 Annual Takaful Statistics is now available.,https://www.bnm.gov.my/-/the-2010-annual-takaful-statistics-is-now-available.
13 Mei 2011,"Penyenggaraan Berjadual Laman Sesawang BNM akan bermula pada hari Jumaat, 13 Mei (pukul 11 malam) hingga Isnin, 16 Mei 2011 (pukul 1 pagi)",https://www.bnm.gov.my/-/penyenggaraan-berjadual-laman-sesawang-bnm-akan-bermula-pada-hari-jumaat-13-mei-pukul-11-malam-hingga-isnin-16-mei-2011-pukul-1-pagi-
13 Mei 2011,Buletin RINGGIT (Keluaran Mac -Persediaan Pekerja Muda Menghadapi Persaraan) kini boleh dimuat turun.,https://www.bnm.gov.my/-/buletin-ringgit-keluaran-mac-persediaan-pekerja-muda-menghadapi-persaraan-kini-boleh-dimuat-turun.
11 Mei 2011,Updates: Guidelines & Circulars listing on Bank Negara Malaysia's website,https://www.bnm.gov.my/-/updates-guidelines-circulars-listing-on-bank-negara-malaysia-s-website-10
10 Mei 2011,Newly updated: Guidelines & Circulars listing on Bank Negara Malaysia's website,https://www.bnm.gov.my/-/newly-updated-guidelines-circulars-listing-on-bank-negara-malaysia-s-website-1
06 Mei 2011,Baharu dikemaskini: Garis Panduan mengenai 'Statutory Reserve Requirement' (dalam Bahasa Inggeris),https://www.bnm.gov.my/-/baharu-dikemaskini-garis-panduan-mengenai-statutory-reserve-requirement-dalam-bahasa-inggeris-
28 Apr 2011,Amaran Penipuan Kewangan: Status Kes yang Disiasat oleh Bank Negara Malaysia,https://www.bnm.gov.my/-/amaran-penipuan-kewangan-status-kes-yang-disiasat-oleh-bank-negara-malaysia
25 Apr 2011,Pemberitahuan: Syarikat yang tidak lagi dibenarkan mengendalikan kiriman wang,https://www.bnm.gov.my/-/pemberitahuan-syarikat-yang-tidak-lagi-dibenarkan-mengendalikan-kiriman-wang-1
13 Apr 2011,Buletin RINGGIT (Keluaran Februari - Pelan Tabungan Sebagai Komitmen Kewangan) kini boleh dimuat turun.,https://www.bnm.gov.my/-/buletin-ringgit-keluaran-februari-pelan-tabungan-sebagai-komitmen-kewangan-kini-boleh-dimuat-turun.
05 Apr 2011,The 2010 Annual Insurance Statistics is now available.,https://www.bnm.gov.my/-/the-2010-annual-insurance-statistics-is-now-available.
24 Mac 2011,Slaid boleh dimuat turun: Sesi Taklimat Laporan Tahunan Bank Negara Malaysia 2010 dan Laporan Kestabilan Kewangan dan Sistem Pembayaran 2010,https://www.bnm.gov.my/-/slaid-boleh-dimuat-turun-sesi-taklimat-laporan-tahunan-bank-negara-malaysia-2010-dan-laporan-kestabilan-kewangan-dan-sistem-pembayaran-2010
17 Mac 2011,Guidelines & Circulars listing on Bank Negara Malaysia's website ( New & Updated ),https://www.bnm.gov.my/-/guidelines-circulars-listing-on-bank-negara-malaysia-s-website-new-updated-
05 Mac 2011,Bank Negara Malaysia Scholarship Award 2011/2012 - Nurturing Malaysian Talents,https://www.bnm.gov.my/-/bank-negara-malaysia-scholarship-award-2011/2012-nurturing-malaysian-talents
01 Mac 2011,Newly updated: Guidelines & Circulars listing on Bank Negara Malaysia's website,https://www.bnm.gov.my/-/newly-updated-guidelines-circulars-listing-on-bank-negara-malaysia-s-website-2
21 Jan 2011,Penyenggaraan Berjadual Laman Sesawang BNM bermula 10 malam Jumaat 21 Januari hingga 7 pagi Sabtu 22 Januari 2011,https://www.bnm.gov.my/-/penyenggaraan-berjadual-laman-sesawang-bnm-bermula-10-malam-jumaat-21-januari-hingga-7-pagi-sabtu-22-januari-2011
19 Jan 2011,Newly updated: Guidelines & Circulars listing on Bank Negara Malaysia's website,https://www.bnm.gov.my/-/newly-updated-guidelines-circulars-listing-on-bank-negara-malaysia-s-website-3
11 Jan 2011,Pemberitahuan: Syarikat yang tidak lagi dibenarkan mengendalikan kiriman wang,https://www.bnm.gov.my/-/pemberitahuan-syarikat-yang-tidak-lagi-dibenarkan-mengendalikan-kiriman-wang
10 Jan 2011,"Berwaspada dengan Panggilan Telefon, E-mel atau SMS Palsu Meminta Maklumat Perbankan Peribadi",https://www.bnm.gov.my/-/berwaspada-dengan-panggilan-telefon-e-mel-atau-sms-palsu-meminta-maklumat-perbankan-peribadi-1
07 Jan 2011,Newly updated: Guidelines & Circulars listing on Bank Negara Malaysia's website,https://www.bnm.gov.my/-/newly-updated-guidelines-circulars-listing-on-bank-negara-malaysia-s-website
07 Jan 2011,Pelaksanaan Rang Undang-Undang PIDM 2010 Yang Baharu,https://www.bnm.gov.my/-/pelaksanaan-rang-undang-undang-pidm-2010-yang-baharu
18 Dis 2012,"Call for Papers - Bank Negara Malaysia’s Conference on ""Monetary Policy in the New Normal""",https://www.bnm.gov.my/-/call-for-papers-bank-negara-malaysia-s-conference-on-monetary-policy-in-the-new-normal-
10 Dis 2012,Buletin RINGGIT (Keluaran Oktober 2012) kini boleh dimuat turun,https://www.bnm.gov.my/-/buletin-ringgit-keluaran-oktober-2012-kini-boleh-dimuat-turun
06 Dis 2012,Baharu diterbitkan: Garis Panduan bagi Pengurusan Risiko dan Kawalan Dalaman untuk Perniagaan Perkhidmatan Wang (Guidelines on Risk Management and Internal Controls for Conduct of Money Services Business),https://www.bnm.gov.my/-/baharu-diterbitkan-garis-panduan-bagi-pengurusan-risiko-dan-kawalan-dalaman-untuk-perniagaan-perkhidmatan-wang-guidelines-on-risk-management-and-internal-controls-for-conduct-of-money-services-business-
03 Dis 2012,Jadual Mesyuarat Majlis Penasihat Syariah Bank Negara Malaysia bagi Tahun 2013,https://www.bnm.gov.my/-/jadual-mesyuarat-majlis-penasihat-syariah-bank-negara-malaysia-bagi-tahun-2013
29 Nov 2012,Buletin RINGGIT (Keluaran September 2012) kini boleh dimuat turun,https://www.bnm.gov.my/-/buletin-ringgit-keluaran-september-2012-kini-boleh-dimuat-turun
28 Nov 2012,Newly published: Implementation of the revised rules on the definition of capital for banking institutions,https://www.bnm.gov.my/-/newly-published-implementation-of-the-revised-rules-on-the-definition-of-capital-for-banking-institutions
05 Nov 2012,Newly published: Guidelines on Data Management and MIS Framework for Development Financial Institutions,https://www.bnm.gov.my/-/newly-published-guidelines-on-data-management-and-mis-framework-for-development-financial-institutions
25 Okt 2012,Call for Public Feedback: Concept Paper – Financial Reporting for Development Financial Institutions,https://www.bnm.gov.my/-/call-for-public-feedback-concept-paper-financial-reporting-for-development-financial-institutions
25 Okt 2012,Call for Public Feedback: Concept Paper – Guidelines on Risk Governance,https://www.bnm.gov.my/-/call-for-public-feedback-concept-paper-guidelines-on-risk-governance
23 Okt 2012,"National Statistics Conference 2012 (MyStats 2012): ""Enhancing National Statistics to Meet Public and Private Sectors Needs during a Period of Transformation"", 7 November 2012, Sasana Kijang, Kuala Lumpur",https://www.bnm.gov.my/-/national-statistics-conference-2012-mystats-2012-enhancing-national-statistics-to-meet-public-and-private-sectors-needs-during-a-period-of-transformation-7-november-2012-sasana-kijang-kuala-lumpur
16 Okt 2012,Newly published: Guidelines on Governance and Operational Requirements on Conduct of Money Services Business (MSB),https://www.bnm.gov.my/-/newly-published-guidelines-on-governance-and-operational-requirements-on-conduct-of-money-services-business-msb-
16 Okt 2012,Buletin RINGGIT (Keluaran Ogos) kini boleh dimuat turun,https://www.bnm.gov.my/-/buletin-ringgit-keluaran-ogos-kini-boleh-dimuat-turun
12 Okt 2012,Pelawaan Mengemukakan Maklum Balas: Kertas Konsep bagi Pengurusan Risiko dan Kawalan Dalaman untuk Perniagaan Perkhidmatan Wang,https://www.bnm.gov.my/-/pelawaan-mengemukakan-maklum-balas-kertas-konsep-bagi-pengurusan-risiko-dan-kawalan-dalaman-untuk-perniagaan-perkhidmatan-wang
28 Sep 2012,Muat turun Teks Ucapan Bajet 2013 oleh Perdana Menteri Malaysia,https://www.bnm.gov.my/-/muat-turun-teks-ucapan-bajet-2013-oleh-perdana-menteri-malaysia
27 Sep 2012,Peringatan kepada Semua Pengguna : Senarai syarikat dan laman sesawang yang tidak diberi kebenaran atau kelulusan telah dikemaskini.,https://www.bnm.gov.my/-/peringatan-kepada-semua-pengguna-senarai-syarikat-dan-laman-sesawang-yang-tidak-diberi-kebenaran-atau-kelulusan-telah-dikemaskini.
27 Sep 2012,Buletin RINGGIT (Keluaran Julai) kini boleh dimuat turun,https://www.bnm.gov.my/-/buletin-ringgit-keluaran-julai-kini-boleh-dimuat-turun
07 Sep 2012,BNM Website Scheduled Maintenance from 12.00 a.m (8 September 2012) until 12.00 a.m (9 September 2012).,https://www.bnm.gov.my/-/bnm-website-scheduled-maintenance-from-12.00-a.m-8-september-2012-until-12.00-a.m-9-september-2012-.
03 Sep 2012,"Call for participation: Knowledge Management (KM) Conference and Exhibition: Strengthening Organisational Performance through KM (8 – 9 October 2012, Sasana Kijang)",https://www.bnm.gov.my/-/call-for-participation-knowledge-management-km-conference-and-exhibition-strengthening-organisational-performance-through-km-8-9-october-2012-sasana-kijang-
27 Ogos 2012,Call for Public Feedback: Concept Paper - Governance and Operational Requirements on Conduct of Money Services Business,https://www.bnm.gov.my/-/call-for-public-feedback-concept-paper-governance-and-operational-requirements-on-conduct-of-money-services-business
16 Ogos 2012,"ASEAN Insurance Brokers are Now Allowed to Provide Cross-border Services as Approved International Marine, Aviation and Transit (MAT) Insurance Brokers in Malaysia",https://www.bnm.gov.my/-/asean-insurance-brokers-are-now-allowed-to-provide-cross-border-services-as-approved-international-marine-aviation-and-transit-mat-insurance-brokers-in-malaysia
16 Ogos 2012,Newly published: Guidelines on Representative Offices,https://www.bnm.gov.my/-/newly-published-guidelines-on-representative-offices
15 Ogos 2012,Newly published: Guidelines on Agent Banking,https://www.bnm.gov.my/-/newly-published-guidelines-on-agent-banking
27 Jul 2012,Buletin RINGGIT (Keluaran April) kini boleh dimuat turun,https://www.bnm.gov.my/-/buletin-ringgit-keluaran-april-kini-boleh-dimuat-turun
13 Jul 2012,Financial Consumer Alert: Be alert of the common features of illegal schemes,https://www.bnm.gov.my/-/financial-consumer-alert-be-alert-of-the-common-features-of-illegal-schemes
28 Jun 2012,Sources and Uses of Funds of the Financial System is now available for download.,https://www.bnm.gov.my/-/sources-and-uses-of-funds-of-the-financial-system-is-now-available-for-download.
29 Mei 2012,Pasca Naik Taraf Sistem Portal BNM: Sila kemas kini pautan penanda (bookmark/favourite),https://www.bnm.gov.my/-/pasca-naik-taraf-sistem-portal-bnm-sila-kemas-kini-pautan-penanda-bookmark/favourite-
25 Mei 2012,Call for Public Feedback: Concept Paper - Risk-Weighted Capital Adequacy Framework and Capital Adequacy Framework for Islamic Banks (General Requirements and Capital Components),https://www.bnm.gov.my/-/call-for-public-feedback-concept-paper-risk-weighted-capital-adequacy-framework-and-capital-adequacy-framework-for-islamic-banks-general-requirements-and-capital-components-
25 Mei 2012,"Penaiktarafan Berjadual Sistem Portal BNM bermula jam 10 malam, Jumaat 25 Mei hingga jam 10 pagi, Ahad 27 Mei 2012",https://www.bnm.gov.my/-/penaiktarafan-berjadual-sistem-portal-bnm-bermula-jam-10-malam-jumaat-25-mei-hingga-jam-10-pagi-ahad-27-mei-2012-1
11 Mei 2012,RINGGIT Newsletter (February issue) is now available for download.,https://www.bnm.gov.my/-/ringgit-newsletter-february-issue-is-now-available-for-download.
20 Apr 2012,Kalendar Lawatan Akademik 2012,https://www.bnm.gov.my/-/kalendar-lawatan-akademik-2012
28 Mac 2012,BNM to host the 3rd Global Islamic Finance Forum (GIFF) from 18th to 20th September 2012,https://www.bnm.gov.my/-/bnm-to-host-the-3rd-global-islamic-finance-forum-giff-from-18th-to-20th-september-2012
23 Mac 2012,Briefing slides are now available for download,https://www.bnm.gov.my/-/briefing-slides-are-now-available-for-download-1
15 Mac 2012,Newly published: Guidelines on Statistical Reporting for Money Services Business,https://www.bnm.gov.my/-/newly-published-guidelines-on-statistical-reporting-for-money-services-business
04 Mac 2012,Biasiswa Bank Negara Malaysia Sesi Akademik 2012/2013 - Pemimpin Masa Depan,https://www.bnm.gov.my/-/biasiswa-bank-negara-malaysia-sesi-akademik-2012/2013-pemimpin-masa-depan
28 Feb 2012,"Program Pendidikan & Rangkuman Kewangan, 1 & 6 Mac 2012",https://www.bnm.gov.my/-/program-pendidikan-rangkuman-kewangan-1-6-mac-2012
28 Feb 2012,Newly published: Guidelines on Internal Capital Adequacy Assessment Process (ICAAP) for Insurers,https://www.bnm.gov.my/-/newly-published-guidelines-on-internal-capital-adequacy-assessment-process-icaap-for-insurers
17 Feb 2012,Jadual Mesyuarat Majlis Penasihat Syariah Bank Negara Malaysia bagi Tahun 2012,https://www.bnm.gov.my/-/jadual-mesyuarat-majlis-penasihat-syariah-bank-negara-malaysia-bagi-tahun-2012
31 Jan 2012,Perkhidmatan LINK Bergerak BNM (BNM MobileLINK) akan berada di negeri Pahang,https://www.bnm.gov.my/-/perkhidmatan-link-bergerak-bnm-bnm-mobilelink-akan-berada-di-negeri-pahang
30 Jan 2012,Jadual Mesyuarat Majlis Penasihat Syariah Bank Negara Malaysia bagi Tahun 2012,https://www.bnm.gov.my/-/the-bank-s-shariah-advisory-council-sac-meeting-schedule-for-2012
19 Jan 2012,RINGGIT Newsletter (November issue) is now available for download.,https://www.bnm.gov.my/-/ringgit-newsletter-november-issue-is-now-available-for-download.
26 Dis 2013,Working Paper : External Risks and Macro-Financial Linkages in the ASEAN-5 Economies,https://www.bnm.gov.my/-/tt
26 Dis 2013,Working Paper : Global Monetary Easing - Spillovers and Lines of Defence,https://www.bnm.gov.my/-/working-paper-global-monetary-easing-spillovers-and-lines-of-defence
26 Dis 2013,Working Paper : The Marginal Propensity to Consume across Household Income Groups,https://www.bnm.gov.my/-/working-paper-the-marginal-propensity-to-consume-across-household-income-groups
18 Dis 2013,Buletin RINGGIT (Keluaran November 2013) kini boleh dimuat turun,https://www.bnm.gov.my/-/buletin-ringgit-keluaran-november-2013-kini-boleh-dimuat-turun
