date,title,link
04 Nov 2011,Key Events at Sasana Kijang and Lanai Kijang (November - December 2011),https://www.bnm.gov.my/-/key-events-at-sasana-kijang-and-lanai-kijang-november-december-2011-1
21 Oct 2011,"BNM Website Scheduled Maintenance on Friday, 21st October 2011 (11.00 pm - 1.00 am)",https://www.bnm.gov.my/-/web-maintenance-21102011
07 Oct 2011,Download the 2012 Budget Speech by Prime Minister of Malaysia now,https://www.bnm.gov.my/-/download-the-2012-budget-speech-by-prime-minister-of-malaysia-now
30 Sep 2011,Shariah Resolutions in Islamic Finance (Second Edition) Now Available in English,https://www.bnm.gov.my/-/shariah-resolutions-in-islamic-finance-second-edition-now-available-in-english
20 Sep 2011,Learn more about Sasana Kijang by reading the brochure,https://www.bnm.gov.my/-/learn-more-about-sasana-kijang-by-reading-the-brochure
15 Sep 2011,"BNM Website Scheduled Maintenance on Thursday, 15th September 2011 (11.00 pm - 1.00 am)",https://www.bnm.gov.my/-/web-maintenance-15092011
05 Sep 2011,Updates: Guidelines & Circulars listing on Bank Negara Malaysia's website,https://www.bnm.gov.my/-/guidelines-circulars-listing-05092011
24 Aug 2011,RINGGIT Newsletter (June issue) is now available for download.,https://www.bnm.gov.my/-/ringgit-newsletter-june-issue-is-now-available-for-download.
08 Jul 2011,Updates: Guidelines & Circulars listing on Bank Negara Malaysia's website,https://www.bnm.gov.my/-/updates-guidelines-circulars-listing-on-bank-negara-malaysia-s-website
28 Jun 2011,Beware of Scams Requesting for Banking Information,https://www.bnm.gov.my/-/scam-bank-info-2806-2011
15 Jun 2011,Beware of Email Scam Requesting for Banking Information,https://www.bnm.gov.my/-/email-scam-15062011
09 Jun 2011,Frequently Asked Questions (FAQs) on Payment for Trade in Renminbi,https://www.bnm.gov.my/-/frequently-asked-questions-faqs-on-payment-for-trade-in-renminbi
08 Jun 2011,Updates: Guidelines & Circulars listing on Bank Negara Malaysia's website,https://www.bnm.gov.my/-/guidelines-circulars-listing-08062011
01 Jun 2011,RINGGIT Newsletter (April issue) is now available for download.,https://www.bnm.gov.my/-/ringgit-newsletter-april-issue-is-now-available-for-download.
18 May 2011,The 2010 Annual Takaful Statistics is now available.,https://www.bnm.gov.my/-/the-2010-annual-takaful-statistics-is-now-available.
13 May 2011,"BNM Website Scheduled Maintenance from Friday, 13 May (11 p.m.) until Monday, 16 May 2011 (1 a.m.)",https://www.bnm.gov.my/-/web-maintenance-13052011
13 May 2011,RINGGIT Newsletter (March issue) is now available for download.,https://www.bnm.gov.my/-/ringgit-newsletter-march-issue-is-now-available-for-download.
11 May 2011,Updates: Guidelines & Circulars listing on Bank Negara Malaysia's website,https://www.bnm.gov.my/-/guidelines-circulars-listing-11052011
10 May 2011,Newly updated: Guidelines & Circulars listing on Bank Negara Malaysia's website,https://www.bnm.gov.my/-/guidelines-circulars-listing-10062011
06 May 2011,Newly updated: Guidelines & Circulars listing on Bank Negara Malaysia's website,https://www.bnm.gov.my/-/guidelines-circulars-listing-06052011
28 Apr 2011,Financial Fraud Alert: Status of Cases Investigated by Bank Negara Malaysia,https://www.bnm.gov.my/-/fraudalert-status-28042011
25 Apr 2011,Notification: Company which is no longer permitted to conduct remittance business,https://www.bnm.gov.my/-/notification-company-which-is-no-longer-permitted-to-conduct-remittance-business
13 Apr 2011,RINGGIT Newsletter (February issue) is now available for download.,https://www.bnm.gov.my/-/ringgit-newsletter-february-issue-is-now-available-for-download.-1
05 Apr 2011,The 2010 Annual Insurance Statistics is now available.,https://www.bnm.gov.my/-/the-2010-annual-insurance-statistics-is-now-available.
24 Mar 2011,Slides are now available for download: Briefing Sessions on Annual Report 2010 and Financial Stability & Payment Systems Report 2010,https://www.bnm.gov.my/-/slides-are-now-available-for-download-briefing-sessions-on-annual-report-2010-and-financial-stability-payment-systems-report-2010
17 Mar 2011,Guidelines & Circulars listing on Bank Negara Malaysia's website ( New & Updated ),https://www.bnm.gov.my/-/guidelines-circulars-listing-17032011
05 Mar 2011,Bank Negara Malaysia Scholarship Award 2011/2012 - Nurturing Malaysian Talents,https://www.bnm.gov.my/-/bank-negara-malaysia-scholarship-award-2011/2012-nurturing-malaysian-talents
01 Mar 2011,Newly updated: Guidelines & Circulars listing on Bank Negara Malaysia's website,https://www.bnm.gov.my/-/guidelines-circulars-listing-01032011
21 Jan 2011,"BNM Website Scheduled Maintenance 10 p.m. Friday January 21 until 7 a.m. Saturday January 22, 2011",https://www.bnm.gov.my/-/bnm-website-scheduled-maintenance-10-p.m.-friday-january-21-until-7-a.m.-saturday-january-22-2011
19 Jan 2011,Newly updated: Guidelines & Circulars listing on Bank Negara Malaysia's website,https://www.bnm.gov.my/-/guidelines-circulars-listing-19012011
11 Jan 2011,Notification: Company which is no longer permitted to conduct remittance business,https://www.bnm.gov.my/-/notification-company-which-is-no-longer-permitted-to-conduct-remittance-business-2
10 Jan 2011,"Beware of Fraudulent Telephone Calls, E-mails or SMS Requesting Personal Banking Information",https://www.bnm.gov.my/-/beware-of-fraudulent-telephone-calls-e-mails-or-sms-requesting-personal-banking-information
07 Jan 2011,Newly updated: Guidelines & Circulars listing on Bank Negara Malaysia's website,https://www.bnm.gov.my/-/newly-updated-guidelines-circulars-listing-on-bank-negara-malaysia-s-website
07 Jan 2011,Implementation of the new PIDM Bill 2010,https://www.bnm.gov.my/-/implementation-of-the-new-pidm-bill-2010
18 Dec 2012,"Call for Papers - Bank Negara Malaysia’s Conference on ""Monetary Policy in the New Normal""",https://www.bnm.gov.my/-/call-for-papers-bank-negara-malaysia-s-conference-on-monetary-policy-in-the-new-normal-
10 Dec 2012,RINGGIT Newsletter (October 2012 issue) is now available for download,https://www.bnm.gov.my/-/ringgit-newsletter-october-2012-issue-is-now-available-for-download
06 Dec 2012,Newly published: Guidelines on Risk Management and Internal Controls for Conduct of Money Services Business (MSB),https://www.bnm.gov.my/-/newly-published-guidelines-on-risk-management-and-internal-controls-for-conduct-of-money-services-business-msb-
03 Dec 2012,Guidelines & Circulars: Schedule of Shariah Advisory Council Meetings for 2013,https://www.bnm.gov.my/-/guidelines-circulars-schedule-of-shariah-advisory-council-meetings-for-2013
29 Nov 2012,RINGGIT Newsletter (September 2012 issue) is now available for download,https://www.bnm.gov.my/-/ringgit-newsletter-september-2012-issue-is-now-available-for-download
28 Nov 2012,Newly published: Implementation of the revised rules on the definition of capital for banking institutions,https://www.bnm.gov.my/-/newly-published-implementation-of-the-revised-rules-on-the-definition-of-capital-for-banking-institutions
05 Nov 2012,Newly published: Guidelines on Data Management and MIS Framework for Development Financial Institutions,https://www.bnm.gov.my/-/newly-published-guidelines-on-data-management-and-mis-framework-for-development-financial-institutions
25 Oct 2012,Call for Public Feedback: Concept Paper – Financial Reporting for Development Financial Institutions,https://www.bnm.gov.my/-/call-for-public-feedback-concept-paper-financial-reporting-for-development-financial-institutions
25 Oct 2012,Call for Public Feedback: Concept Paper – Guidelines on Risk Governance,https://www.bnm.gov.my/-/call-for-public-feedback-concept-paper-guidelines-on-risk-governance
23 Oct 2012,"National Statistics Conference 2012 (MyStats 2012): ""Enhancing National Statistics to Meet Public and Private Sectors Needs during a Period of Transformation"", 7 November 2012, Sasana Kijang, Kuala Lumpur",https://www.bnm.gov.my/-/national-statistics-conference-2012-mystats-2012-enhancing-national-statistics-to-meet-public-and-private-sectors-needs-during-a-period-of-transformation-7-november-2012-sasana-kijang-kuala-lumpur
16 Oct 2012,Newly published: Guidelines on Governance and Operational Requirements on Conduct of Money Services Business (MSB),https://www.bnm.gov.my/-/newly-published-guidelines-on-governance-and-operational-requirements-on-conduct-of-money-services-business-msb-
16 Oct 2012,RINGGIT Newsletter (August issue) is now available for download,https://www.bnm.gov.my/-/ringgit-newsletter-august-issue-is-now-available-for-download
12 Oct 2012,Call for Public Feedback: Concept Paper - Risk Management and Internal Controls for Conduct of Money Services Business,https://www.bnm.gov.my/-/call-for-public-feedback-concept-paper-risk-management-and-internal-controls-for-conduct-of-money-services-business
28 Sep 2012,Download the 2013 Budget Speech by Prime Minister of Malaysia,https://www.bnm.gov.my/-/download-the-2013-budget-speech-by-prime-minister-of-malaysia
27 Sep 2012,Peringatan kepada Semua Pengguna : Senarai syarikat dan laman sesawang yang tidak diberi kebenaran atau kelulusan telah dikemaskini.,https://www.bnm.gov.my/-/peringatan-kepada-semua-pengguna-senarai-syarikat-dan-laman-sesawang-yang-tidak-diberi-kebenaran-atau-kelulusan-telah-dikemaskini.
27 Sep 2012,RINGGIT Newsletter (July issue) is now available for download,https://www.bnm.gov.my/-/ringgit-newsletter-july-issue-is-now-available-for-download
07 Sep 2012,BNM Website Scheduled Maintenance from 12.00 a.m (8 September 2012) until 12.00 a.m (9 September 2012).,https://www.bnm.gov.my/-/bnm-website-scheduled-maintenance-from-12.00-a.m-8-september-2012-until-12.00-a.m-9-september-2012-.
03 Sep 2012,"Call for participation: Knowledge Management (KM) Conference and Exhibition: Strengthening Organisational Performance through KM (8 – 9 October 2012, Sasana Kijang)",https://www.bnm.gov.my/-/call-for-participation-knowledge-management-km-conference-and-exhibition-strengthening-organisational-performance-through-km-8-9-october-2012-sasana-kijang-
27 Aug 2012,Call for Public Feedback: Concept Paper - Governance and Operational Requirements on Conduct of Money Services Business,https://www.bnm.gov.my/-/call-for-public-feedback-concept-paper-governance-and-operational-requirements-on-conduct-of-money-services-business
16 Aug 2012,"ASEAN Insurance Brokers are Now Allowed to Provide Cross-border Services as Approved International Marine, Aviation and Transit (MAT) Insurance Brokers in Malaysia",https://www.bnm.gov.my/-/asean-insurance-brokers-are-now-allowed-to-provide-cross-border-services-as-approved-international-marine-aviation-and-transit-mat-insurance-brokers-in-malaysia
16 Aug 2012,Newly published: Guidelines on Representative Offices,https://www.bnm.gov.my/-/newly-published-guidelines-on-representative-offices-1
15 Aug 2012,Newly published: Guidelines on Agent Banking,https://www.bnm.gov.my/-/newly-published-guidelines-on-agent-banking-1
27 Jul 2012,Buletin RINGGIT (Keluaran April) kini boleh dimuat turun,https://www.bnm.gov.my/-/buletin-ringgit-keluaran-april-kini-boleh-dimuat-turun
13 Jul 2012,Financial Consumer Alert: Be alert of the common features of illegal schemes,https://www.bnm.gov.my/-/financial-consumer-alert-be-alert-of-the-common-features-of-illegal-schemes-1
28 Jun 2012,Sources and Uses of Funds of the Financial System is now available for download.,https://www.bnm.gov.my/-/sources-and-uses-of-funds-of-the-financial-system-is-now-available-for-download.
29 May 2012,BNM Portal Post System Upgrade: Kindly update all your bookmark/favourite links,https://www.bnm.gov.my/-/bnm-portal-post-system-upgrade-kindly-update-all-your-bookmark/favourite-links
25 May 2012,Call for Public Feedback: Concept Paper - Risk-Weighted Capital Adequacy Framework and Capital Adequacy Framework for Islamic Banks (General Requirements and Capital Components),https://www.bnm.gov.my/-/call-for-public-feedback-concept-paper-risk-weighted-capital-adequacy-framework-and-capital-adequacy-framework-for-islamic-banks-general-requirements-and-capital-components-
25 May 2012,"BNM Portal Scheduled System Upgrade from Friday, 25 May (10 p.m.) until Sunday, 27 May 2012 (10 a.m.)",https://www.bnm.gov.my/-/bnm-portal-scheduled-system-upgrade-from-friday-25-may-10-p.m.-until-sunday-27-may-2012-10-a.m.-
11 May 2012,RINGGIT Newsletter (February issue) is now available for download.,https://www.bnm.gov.my/-/ringgit-newsletter-february-issue-is-now-available-for-download.
20 Apr 2012,Academic Visit Calendar 2012,https://www.bnm.gov.my/-/academic-visit-calendar-2012
28 Mar 2012,BNM to host the 3rd Global Islamic Finance Forum (GIFF) from 18th to 20th September 2012,https://www.bnm.gov.my/-/bnm-to-host-the-3rd-global-islamic-finance-forum-giff-from-18th-to-20th-september-2012-1
23 Mar 2012,Briefing slides are now available for download,https://www.bnm.gov.my/-/briefing-slides-are-now-available-for-download-2
15 Mar 2012,Newly published: Guidelines on Statistical Reporting for Money Services Business,https://www.bnm.gov.my/-/newly-published-guidelines-on-statistical-reporting-for-money-services-business-1
04 Mar 2012,Bank Negara Malaysia Scholarship 2012/2013 Academic Session - Nurturing Malaysian Talents,https://www.bnm.gov.my/-/bank-negara-malaysia-scholarship-2012/2013-academic-session-nurturing-malaysian-talents
28 Feb 2012,"Program Pendidikan & Rangkuman Kewangan, 1 & 6 Mac 2012",https://www.bnm.gov.my/-/program-pendidikan-rangkuman-kewangan-1-6-mac-2012
28 Feb 2012,Newly published: Guidelines on Internal Capital Adequacy Assessment Process (ICAAP) for Insurers,https://www.bnm.gov.my/-/newly-published-guidelines-on-internal-capital-adequacy-assessment-process-icaap-for-insurers
17 Feb 2012,The Bank's Shariah Advisory Council (SAC) Meeting Schedule for 2012,https://www.bnm.gov.my/-/the-bank-s-shariah-advisory-council-sac-meeting-schedule-for-2012-1
31 Jan 2012,Perkhidmatan LINK Bergerak BNM (BNM MobileLINK) akan berada di negeri Pahang,https://www.bnm.gov.my/-/perkhidmatan-link-bergerak-bnm-bnm-mobilelink-akan-berada-di-negeri-pahang-1
30 Jan 2012,The Bank's Shariah Advisory Council (SAC) Meeting Schedule for 2012,https://www.bnm.gov.my/-/the-bank-s-shariah-advisory-council-sac-meeting-schedule-for-2012
19 Jan 2012,RINGGIT Newsletter (November issue) is now available for download.,https://www.bnm.gov.my/-/ringgit-newsletter-november-issue-is-now-available-for-download.
26 Dec 2013,Working Paper : External Risks and Macro-Financial Linkages in the ASEAN-5 Economies,https://www.bnm.gov.my/-/working-paper-external-risks-and-macro-financial-linkages-in-the-asean-5-economies
26 Dec 2013,Working Paper : Global Monetary Easing - Spillovers and Lines of Defence,https://www.bnm.gov.my/-/working-paper-global-monetary-easing-spillovers-and-lines-of-defence
26 Dec 2013,Working Paper : The Marginal Propensity to Consume across Household Income Groups,https://www.bnm.gov.my/-/working-paper-the-marginal-propensity-to-consume-across-household-income-groups
18 Dec 2013,RINGGIT Newsletter (November 2013 issue) is now available for download.,https://www.bnm.gov.my/-/buletin-ringgit-keluaran-november-2013-kini-boleh-dimuat-turun
09 Dec 2013,Exposure Drafts on Islamic Financial Contracts (Shariah Requirements and Optional Practices),https://www.bnm.gov.my/-/exposure-drafts-on-islamic-financial-contracts-shariah-requirements-and-optional-practices-
04 Dec 2013,Visit Payment System Exhibition at Sasana Kijang and sign-up for latest offer on e-banking/payment services,https://www.bnm.gov.my/-/visit-payment-system-exhibition-at-sasana-kijang-and-sign-up-for-latest-offer-on-e-banking/payment-services
27 Nov 2013,RINGGIT Newsletter (October 2013 issue) is now available for download.,https://www.bnm.gov.my/-/ringgit-newsletter-october-2013-issue-is-now-available-for-download.
20 Nov 2013,Joint Public Consultation Paper - Trade Repository Reporting Requirement for Over-the-Counter Derivatives,https://www.bnm.gov.my/-/joint-public-consultation-paper-trade-repository-reporting-requirement-for-over-the-counter-derivatives
15 Nov 2013,"You Got ""Phished""! Protect yourself from phishing scams..",https://www.bnm.gov.my/-/you-got-phished-protect-yourself-from-phishing-scams..
07 Nov 2013,Concept Paper: Life Insurance and Family Takaful Framework (consultation period extended until 9 January 2014),https://www.bnm.gov.my/-/concept-paper-life-insurance-and-family-takaful-framework-consultation-period-extended-until-9-january-2014-
25 Oct 2013,Download the 2014 Budget Speech by Prime Minister of Malaysia,https://www.bnm.gov.my/-/download-the-2014-budget-speech-by-prime-minister-of-malaysia
18 Oct 2013,"Watch the exclusive video: Tun Dr. Mahathir Special Address - ""Innovative Financing for Global Entrepreneurs""",https://www.bnm.gov.my/-/watch-the-exclusive-video-tun-dr.-mahathir-special-address-innovative-financing-for-global-entrepreneurs-
10 Oct 2013,Newly published: Policy on Registration Procedure to Carry on Adjusting Business,https://www.bnm.gov.my/-/newly-published-policy-on-registration-procedure-to-carry-on-adjusting-business
10 Oct 2013,RINGGIT Newsletter (September 2013 issue) is now available for download.,https://www.bnm.gov.my/-/ringgit-newsletter-september-2013-issue-is-now-available-for-download.
27 Sep 2013,"National Statistics Conference 2013 (MyStats 2013): Promoting Innovation in Economic and Financial Statistics to Support Policy Making in a Dynamic Environment (18 November 2013, Sasana Kijang, Kuala Lumpur)",https://www.bnm.gov.my/-/national-statistics-conference-2013-mystats-2013-promoting-innovation-in-economic-and-financial-statistics-to-support-policy-making-in-a-dynamic-environment-18-november-2013-sasana-kijang-kuala-lumpur-1
25 Sep 2013,RINGGIT Newsletter (August 2013 issue) is now available for download.,https://www.bnm.gov.my/-/ringgit-newsletter-august-2013-issue-is-now-available-for-download.-1
27 Aug 2013,Guideline on Dye-Stained Banknotes,https://www.bnm.gov.my/-/guideline-on-dye-stained-banknotes-1
15 Aug 2013,RINGGIT Newsletter (July 2013 issue) is now available for download.,https://www.bnm.gov.my/-/ringgit-newsletter-july-2013-issue-is-now-available-for-download.-1
25 Jul 2013,RINGGIT Newsletter (June 2013 issue) is now available for download,https://www.bnm.gov.my/-/ringgit-newsletter-june-2013-issue-is-now-available-for-download-1
01 Jul 2013,RINGGIT Newsletter (May 2013 issue) is now available for download,https://www.bnm.gov.my/-/ringgit-newsletter-may-2013-issue-is-now-available-for-download-1
07 Jun 2013,RINGGIT Newsletter (April 2013 issue) is now available for download,https://www.bnm.gov.my/-/ringgit-newsletter-april-2013-issue-is-now-available-for-download
07 Jun 2013,Sources and Uses of Funds in the Financial System is now available for download,https://www.bnm.gov.my/-/sources-and-uses-of-funds-in-the-financial-system-is-now-available-for-download
07 Jun 2013,Concept Paper 3: Anti-Money Laundering and Counter Financing of Terrorism (AML/CFT) - Money Services Business Sector,https://www.bnm.gov.my/-/concept-paper-3-anti-money-laundering-and-counter-financing-of-terrorism-aml/cft-money-services-business-sector
03 Jun 2013,Concept Paper on Anti-Money Laundering and Counter Financing of Terrorism (AML/CFT) - Designated Non-Financial Businesses and Professions (DNFBPs) & Other Non-Financial Sectors,https://www.bnm.gov.my/-/concept-paper-on-anti-money-laundering-and-counter-financing-of-terrorism-aml/cft-designated-non-financial-businesses-and-professions-dnfbps-other-non-financial-sectors
