link,pdf_links
https://www.bnm.gov.my/-/rm50-banknotes-bearing-the-signature-of-the-present-bnm-governor,[]
https://www.bnm.gov.my/-/relocation-of-the-exchange-control-department,[]
https://www.bnm.gov.my/-/cdrc-press-release-the-renong-group-debt-restructuring-plan,[]
https://www.bnm.gov.my/-/annual-report-of-the-director-general-of-insurance-and-the-director-general-of-takaful-1998,[]
https://www.bnm.gov.my/-/datuk-zamani-abdul-ghani-resumes-assistant-governor-s-post,[]
https://www.bnm.gov.my/-/the-closure-of-the-exit-levy-communication-centre,[]
https://www.bnm.gov.my/-/clarification-on-the-new-ecm-notices-10,[]
https://www.bnm.gov.my/-/the-exclusion-of-property-from-levy,[]
https://www.bnm.gov.my/-/clarification-on-the-new-ecm-notices-9,[]
https://www.bnm.gov.my/-/new-licences-for-local-incorporation-of-five-foreign-insurance-companies,[]
https://www.bnm.gov.my/-/establishment-of-communication-centre-for-clarification-on-levy,[]
https://www.bnm.gov.my/-/relaxation-in-the-carrying-of-ringgit-malaysia-for-border-traders,[]
https://www.bnm.gov.my/-/repatriation-of-portfolio-capital,[]
https://www.bnm.gov.my/-/resignation-of-assistant-governor-datuk-abdul-murad-khalid,[]
https://www.bnm.gov.my/-/extension-of-credit-facilities-to-finance-development-of-properties,[]
https://www.bnm.gov.my/-/fyi-operational-and-control-procedures-for-management-of-designated-external-accounts-dea-,[]
https://www.bnm.gov.my/-/fyi-designated-accounts-for-futures-trading,[]
https://www.bnm.gov.my/-/financing-of-properties,[]
https://www.bnm.gov.my/-/clarification-on-the-new-ecm-notices-8,[]
https://www.bnm.gov.my/-/assumption-of-control-of-kewangan-bersatu-berhad,[]
https://www.bnm.gov.my/-/assumption-of-control-of-mbf-finance-berhad,[]
https://www.bnm.gov.my/-/consolidation-and-rationalisation-of-the-domestic-banking-institutions-2,[]
https://www.bnm.gov.my/-/detailed-disclosure-of-international-reserves-as-at-end-november-2000-explanatory-notes,[]
https://www.bnm.gov.my/-/expansion-and-enlargement-of-the-asean-swap-arrangement,[]
https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-15-dec-2000,[]
https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-30-nov-2000,[]
https://www.bnm.gov.my/-/detailed-disclosure-of-international-reserves-as-at-end-october-2000-explanatory-notes,[]
https://www.bnm.gov.my/-/increase-in-minimum-capital-funds-for-banking-institutions,[]
https://www.bnm.gov.my/-/use-of-the-words-bank-and-finance-company->Use of the words Bank and Finance Company,"['documents/20124/761691/faq_initiative_onshore_financial_market_v6.pdf', 'documents/20124/39730/Guidelines-on-Currency-Quality-and-Handling-Suspected-Counterfeits-Dec2022.pdf']"
https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-31-oct-2000,[]
https://www.bnm.gov.my/-/new-design-rm1-banknotes,[]
https://www.bnm.gov.my/-/issuance-of-commemorative-coin-to-commemorate-declaration-of-shah-alam-city,[]
https://www.bnm.gov.my/-/bnm-holds-dialogue-session-with-insurance-companies-and-takaful-operators,[]
https://www.bnm.gov.my/-/bnm-releases-buku-wang-saku-and-buku-perancangan-dan-penyata-keluarga-for-2001>BNM releases Buku Wang Saku and Buku Perancangan dan Penyata Keluarga,"['documents/20124/761691/faq_initiative_onshore_financial_market_v6.pdf', 'documents/20124/39730/Guidelines-on-Currency-Quality-and-Handling-Suspected-Counterfeits-Dec2022.pdf']"
https://www.bnm.gov.my/-/detailed-disclosure-of-international-reserves-as-at-end-september-2000-explanatory-notes,[]
https://www.bnm.gov.my/-/bnm-raided-two-suspected-illegal-money-changers,[]
https://www.bnm.gov.my/-/raid-on-illegal-deposit-taking-operator-in-johor-bahru,[]
https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-30-sep-2000,[]
https://www.bnm.gov.my/-/detailed-disclosure-of-international-reserves-as-at-end-august-2000-explanatory-notes,[]
https://www.bnm.gov.my/-/reports-on-credit-cards,[]
https://www.bnm.gov.my/-/all-banking-institutions-have-successfully-signed-sales-and-purchase-agreements,[]
https://www.bnm.gov.my/-/detailed-disclosure-of-international-reserves-as-at-end-july-2000-explanatory-notes,[]
https://www.bnm.gov.my/-/conference-on-central-banking-and-sustainable-development-in-the-21st-century->Conference on Central Banking and Sustainable Development in the 21st Century,"['documents/20124/761691/faq_initiative_onshore_financial_market_v6.pdf', 'documents/20124/39730/Guidelines-on-Currency-Quality-and-Handling-Suspected-Counterfeits-Dec2022.pdf']"
https://www.bnm.gov.my/-/bnm-sets-up-information-center-on-illegal-deposit-taking,[]
https://www.bnm.gov.my/-/bnm-advisory-against-get-rich-quick-schemes,[]
https://www.bnm.gov.my/-/more-information-on-increase-in-deposit-rates,[]
https://www.bnm.gov.my/-/bnm-raided-illegal-deposit-taking-operator-1,[]
https://www.bnm.gov.my/-/banking-institutions-agreed-to-increased-deposit-rates,[]
https://www.bnm.gov.my/-/detailed-disclosure-of-international-reserves-as-at-end-june-2000-explanatory-notes,[]
https://www.bnm.gov.my/-/simplification-of-travellers-declaration-form-tdf-procedures,[]
https://www.bnm.gov.my/-/bnm-reinstates-licence-to-bank-of-china,[]
https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-14-jul-2000,[]
https://www.bnm.gov.my/-/handling-fee-for-hire-purchase-loans,[]
https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-30-jun-2000,[]
https://www.bnm.gov.my/-/report-on-1999-annual-survey-of-manufacturing-companies,[]
https://www.bnm.gov.my/-/appointment-of-dr.-subarjo-joyosumarto-as-seacen-executive-director,[]
https://www.bnm.gov.my/-/detailed-disclosure-of-international-reserves-as-at-end-may-2000-explanatory-notes,[]
https://www.bnm.gov.my/-/launching-of-enterprise-programme,[]
https://www.bnm.gov.my/-/detailed-disclosure-of-international-reserves-as-at-end-april-2000-explanatory-notes,[]
https://www.bnm.gov.my/-/syiling-uber,[]
https://www.bnm.gov.my/-/statement-by-dr.-zeti-akhtar-aziz-on-her-appointment-as-bnm-governor,[]
https://www.bnm.gov.my/-/bnm-raided-illegal-deposit-taking-operator,[]
https://www.bnm.gov.my/-/unauthorised-atm-withdrawals,[]
https://www.bnm.gov.my/-/bnm-organises-art-exhibition,[]
https://www.bnm.gov.my/-/bnm-raided-another-outlet-of-bni-agency,[]
https://www.bnm.gov.my/-/termination-of-fund-for-small-and-medium-industries-and-bumiputera-industrial-fund,[]
https://www.bnm.gov.my/-/bnm-1999-annual-report-press-conference,[]
https://www.bnm.gov.my/-/government-securities-auction-calendar-for-year-2000,[]
https://www.bnm.gov.my/-/raid-on-illegal-money-changing-operator-in-langkawi,[]
https://www.bnm.gov.my/-/bnm-is-monitoring-bni-agencies-and-agents,[]
https://www.bnm.gov.my/-/the-1999-insurance-annual-report-and-1999-annual-report-of-the-director-general-of-takaful,[]
https://www.bnm.gov.my/-/banking-secrecy,[]
https://www.bnm.gov.my/-/all-financial-institutions-crossed-over-into-29-february-without-any-problems,[]
https://www.bnm.gov.my/-/meeting-with-anchor-banks,[]
https://www.bnm.gov.my/-/consolidation-of-domestic-banking-institutions,[]
https://www.bnm.gov.my/-/establishment-of-bumiputera-entrepreneurs-project-fund-tpub-,[]
https://www.bnm.gov.my/-/consolidation-and-rationalisation-of-the-domestic-banking-institutions-1,[]
https://www.bnm.gov.my/-/press-communique-of-the-thirty-fifth-conference-of-governors-of-south-east-asian-central-banks-seacen-,[]
https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-31-dec-1999,[]
https://www.bnm.gov.my/-/malaysia-hosts-thirty-fifth-conference-of-governors-of-south-east-asian-central-banks-seacen-,[]
https://www.bnm.gov.my/-/successful-rollover-for-financial-institutions,[]
https://www.bnm.gov.my/-/y2k-status-report-at-0200-hours,[]
https://www.bnm.gov.my/-/y2k-status-report-at-0830-hours,[]
https://www.bnm.gov.my/-/y2k-status-report-at-1900-hours,[]
https://www.bnm.gov.my/-/untitled-press-release,[]
https://www.bnm.gov.my/-/monetary-and-financial-developments-in-november-2001,['documents/20124/652434/i_en.pdf']
https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-14-dec-2001,[]
https://www.bnm.gov.my/-/issuance-of-malaysia-savings-bond-series-03,[]
https://www.bnm.gov.my/-/survey-on-foreign-exchange-settlement-risk,[]
https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-30-nov-2001,[]
https://www.bnm.gov.my/-/detailed-disclosure-of-international-reserves-as-at-end-october-2001-explanatory-notes,[]
https://www.bnm.gov.my/-/monetary-and-financial-developments-in-october-2001,['documents/20124/652438/i_en.pdf']
https://www.bnm.gov.my/-/bnm-releases-buku-wang-saku-and-buku-perancangan-dan-penyata-kewangan-keluarga-for-2002>BNM releases Buku Wang Saku and Buku Perancangan dan Penyata Kewangan Keluarga,"['documents/20124/761691/faq_initiative_onshore_financial_market_v6.pdf', 'documents/20124/39730/Guidelines-on-Currency-Quality-and-Handling-Suspected-Counterfeits-Dec2022.pdf']"
https://www.bnm.gov.my/-/upliftment-of-restriction-on-the-provision-of-bridging-finance-for-residential-property-development-exceeding-rm250-000-per-unit,[]
https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-15-nov-2001-1,[]
https://www.bnm.gov.my/-/economic-financial-developments-in-the-malaysian-economy-in-the-third-quarter-of-2001,['documents/20124/72668/Q3_en_2001.pdf']
https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-31-oct-2001,[]
https://www.bnm.gov.my/-/bnm-holds-dialogue-session-with-insurance-companies-takaful-operators,[]
https://www.bnm.gov.my/-/man-sought-to-help-bank-negara-probe,[]
https://www.bnm.gov.my/-/maturity-of-malaysia-savings-bond-series-02,[]
https://www.bnm.gov.my/-/detailed-disclosure-of-international-reserves-as-at-end-september-2001-explanatory-notes,[]
https://www.bnm.gov.my/-/monetary-and-financial-developments-in-september-2001,['documents/20124/652442/i_en.pdf']
https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-15-oct-2001-1,[]
https://www.bnm.gov.my/-/sale-of-previous-issues-commemorative-coins,[]
https://www.bnm.gov.my/-/reduction-in-lending-rates-and-liberalisation-of-eligibility-criteria-of-special-funds,[]
https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-29-sep-2001,[]
https://www.bnm.gov.my/-/detailed-disclosure-of-international-reserves-as-at-end-august-2001-explanatory-notes,[]
https://www.bnm.gov.my/-/monetary-and-financial-developments-in-august-2001,['documents/20124/652445/i_en.pdf']
https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-14-sep-2001,[]
https://www.bnm.gov.my/-/reduction-in-intervention-rate-3,[]
https://www.bnm.gov.my/-/usage-of-banking-system-by-criminal-elements,[]
https://www.bnm.gov.my/-/normal-banking-services-in-malaysia-today,[]
https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-30-aug-2001,[]
https://www.bnm.gov.my/-/issuance-of-commemorative-coins-to-commemorate-the-xxi-sea-games-2001,[]
https://www.bnm.gov.my/-/detailed-disclosure-of-international-reserves-as-at-end-july-2001-explanatory-notes,[]
https://www.bnm.gov.my/-/monetary-and-financial-developments-in-july-2001,['documents/20124/652615/i_en.pdf']
https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-15-aug-2001,[]
https://www.bnm.gov.my/-/islamic-banking-takaful-week,[]
https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-31-jul-2001,[]
https://www.bnm.gov.my/-/detailed-disclosure-of-international-reserves-as-at-end-june-2001-explanatory-notes,[]
https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-14-jul-2001,[]
https://www.bnm.gov.my/-/clarification-on-the-new-ecm-notices-21,[]
https://www.bnm.gov.my/-/faqs-on-the-kijang-emas-gold-bullion-coin,[]
https://www.bnm.gov.my/-/kijang-emas-gold-bullion-coin-launched,[]
https://www.bnm.gov.my/-/clarification-on-the-new-ecm-notices-20,[]
https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-29-jun-2001,[]
https://www.bnm.gov.my/-/status-of-compliance-by-insurers-with-new-paid-up-capital-requirement,[]
https://www.bnm.gov.my/-/detailed-disclosure-of-international-reserves-as-at-end-may-2001-explanatory-notes,[]
https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-15-jun-2001,[]
https://www.bnm.gov.my/-/clarification-on-the-new-ecm-notices-19,[]
https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-31-may-2001,[]
https://www.bnm.gov.my/-/detailed-disclosure-of-international-reserves-as-at-end-april-2001-explanatory-notes,[]
https://www.bnm.gov.my/-/fighting-money-laundering-a-borderless-crime,[]
https://www.bnm.gov.my/-/labuan-iofc-low-risk-jurisdiction-for-money-laundering,[]
https://www.bnm.gov.my/-/ibbm-to-launch-anti-money-laundering-training,[]
https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-30-apr-2001,[]
https://www.bnm.gov.my/-/rm10-rm50-and-rm100-banknotes-bearing-the-signature-of-the-present-governor,[]
https://www.bnm.gov.my/-/detailed-disclosure-of-international-reserves-as-at-end-march-2001-explanatory-notes,[]
https://www.bnm.gov.my/-/response-to-enquiry-on-rm1-coins,[]
https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-14-apr-2001,[]
https://www.bnm.gov.my/-/fourteenth-annual-general-meeting-of-cagamas-berhad,[]
https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-31-mar-2001,[]
https://www.bnm.gov.my/-/seminar-on-the-banking-and-financial-law-school-2001-banking-and-ict-developments-legal-issues->Seminar on the Banking and Financial Law School 2001 - Banking and ICT Developments: Legal Issues,"['documents/20124/761691/faq_initiative_onshore_financial_market_v6.pdf', 'documents/20124/39730/Guidelines-on-Currency-Quality-and-Handling-Suspected-Counterfeits-Dec2022.pdf']"
https://www.bnm.gov.my/-/detailed-disclosure-of-international-reserves-as-at-end-february-2001-explanatory-notes,[]
https://www.bnm.gov.my/-/takaful-annual-report-2000,[]
https://www.bnm.gov.my/-/the-2000-bnm-annual-report,[]
https://www.bnm.gov.my/-/the-2000-insurance-annual-report,[]
https://www.bnm.gov.my/-/the-ibbm-staff-re-skilling-project,[]
https://www.bnm.gov.my/-/the-position-of-malaysian-national-reinsurance-berhad-in-the-financial-sector-masterplan,[]
https://www.bnm.gov.my/-/notes-rm500-and-rm1000-can-be-exchanged-at-bnm,[]
https://www.bnm.gov.my/-/clarification-on-the-new-ecm-notices-18,[]
https://www.bnm.gov.my/-/detailed-disclosure-of-international-reserves-as-at-end-january-2001-explanatory-notes,[]
https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-15-feb-2001,[]
https://www.bnm.gov.my/-/detailed-disclosure-of-international-reserves-as-at-end-december-2000-explanatory-notes,[]
https://www.bnm.gov.my/-/clarification-on-the-new-ecm-notices-17,[]
