text	id	sentiment	annotator	annotation_id	created_at	updated_at	lead_time
@fxdhilxhhh_ @SyedSaddiq Kuat lagi ! Ini yang orang tak nampak. Jadi pembangkang idea bagai nak rak, dah jadi pemi https://t.co/2t6IWUDWkk	80642	Negative	27	3409	2022-02-10T03:38:16.380251Z	2022-02-10T03:38:24.364634Z	124588.818
@The_Mamu Is UMNO Bagan Serai still with PN?	80504	Negative	27	3271	2022-02-10T03:30:34.058099Z	2022-02-10T03:30:39.455932Z	124123.902
RT @amieyrarun: @KKMPutrajaya Tumpang promote! Hi korang, jom support bisnes partner i. If korang ada masalah ph https://t.co/LkoEwO5AsY	81220	Positive	27	4414	2022-02-15T08:17:34.211436Z	2022-02-15T08:17:34.211452Z	5.038
Aku Nak kerajaan baru. Bagi tahu ydpa.ameen	81219	Negative	27	4413	2022-02-15T08:17:28.777442Z	2022-02-15T08:17:28.777456Z	6.16
Tercari komen orang PH pasal ni tapi macam tak berapa nampak pulak ye. Kalau PN/BN/PAS yang keluar headline macam https://t.co/uLasHkmOVZ	81218	Negative	27	4412	2022-02-15T08:17:22.208491Z	2022-02-15T08:17:22.208506Z	8.112
Dekat trafik light MITC,Melaka.kot ye pun nak kritik kerajaan.guna lah cara lain.ingat ade orang gantung diri.buat terkejut je siape2 yang lalu situ.menggigil lutut tengok. https://t.co/HsSlwLMUE4	81216	Negative	27	4410	2022-02-15T08:17:03.963874Z	2022-02-15T08:17:03.963882Z	3.558
Bismillah, july. Semoga....... Kerajaan: Selangor &amp; kl PKPD Byebye july.	81215	Positive	27	4409	2022-02-15T08:17:00.046328Z	2022-02-15T08:17:00.046341Z	2.358
@mkini_bm tegur je kerrr?ko dalam kerajaan la.. kilang arak? ru355? kes adib? air kelantan? pramugari mas? tambah lagi....	81214	Negative	27	4408	2022-02-15T08:16:57.304425Z	2022-02-15T08:16:57.304439Z	53.558
@limlipeng Kalau bagi durian Raub percuma pada pengundi, kami sokong DAP. Ahaks #lkshinaislam #durianraub https://t.co/N5MbKcZLt1	81213	Negative	27	4407	2022-02-15T08:16:03.354044Z	2022-02-15T08:16:03.354056Z	6.305
Adab kalau dah salah minta maaf. Ada Menteri Ulamak minta maaf langgar SOP dan jadi penyebar wabak? Adab juga kalau kau gagal, dan sebabkan 6,000 lebih nyawa rakyat melayang, kau minta maaf sebab gagal, &amp; kalau boleh letak jawatan. Ada satu kali Menteri atau Kerajaan minta maaf?	81212	Negative	27	4406	2022-02-15T08:15:56.677653Z	2022-02-15T08:15:56.677666Z	8.813
HAAH BETUL LH TU. PARA MEDIA X PERLU ADA SOP SBB TU KN TMPT POLITIK. POLITIKUS MNE ADA IKUT SOP!!!!!!	81211	Negative	27	4405	2022-02-15T08:15:47.488576Z	2022-02-15T08:15:47.488588Z	1.92
Aku fikir kerajaan memang take Covid-19 for granted. Masa kes sifar, ramai fikir kita dah selamat dari ancaman Covi https://t.co/srE5hIohkH	81210	Negative	27	4404	2022-02-15T08:15:45.172680Z	2022-02-15T08:15:45.172696Z	3.305
Apsal Mayor Paris nak sibuk urusan politik Malaysia ni. Hello?	81209	Negative	27	4403	2022-02-15T08:15:41.468751Z	2022-02-15T08:15:41.468765Z	2.552
Perjuangan Kita Untuk Rakyat. Parti Kita @MakkalSaktiOrg Keluarga Kita @umnoonline &amp; @BNMalaysia. The picture of https://t.co/IGsmmzf0dq	81208	Positive	27	4402	2022-02-15T08:15:38.537193Z	2022-02-15T08:15:38.537205Z	7.148
Skrg kapal hampir @ sudah tenggelam, frontliner sudah lemas tetapi Kerajaan masih berkata keadaan masih terkawal. https://t.co/hFOTK5czaz	81207	Negative	27	4401	2022-02-15T08:15:30.989259Z	2022-02-15T08:15:30.989272Z	1.911
@Marina_Ibrahims Ni smua salah UMNO &amp; PAS Boleh salahkan depa, buat apa salahkn diri sendiri.. #BiaDAP	81206	Negative	27	4400	2022-02-15T08:15:28.699102Z	2022-02-15T08:15:28.699115Z	1.178
"Singapura meluaskan wilayah dengan tambak laut, akibatnya 24 buah pulau Indonesia telah ""hilang"" begitu saja. Kerajaan negeri PP kata pasir untuk projek PSR akan datang dari Perak dan Selangor, rakyat Perak dan Selangor setuju ke? #PenangTolakTambak #CancelPSR @pentolaktambak https://t.co/2EzDZVBG8l"	81205	Negative	27	4399	2022-02-15T08:15:27.140917Z	2022-02-15T08:15:27.140932Z	5.253
Kami dah tak larat untuk melihat pemimpin bodoh dan kepimpinan bodoh,ahli politik bebal menerajui negara ni	81204	Negative	27	4398	2022-02-15T08:15:21.498026Z	2022-02-15T08:15:21.498039Z	1.036
Untuk membantu rakyat tdk perlulah mengira Kuala Kangsar terbahagi tiga atau sepuluh kerana sebagai pemimpin kerajaan PN tanggungjawab anda menjaga seluruh negara bkn menjaga kawasan parlimen anda sahaja! @umnoonline @Alamurni @bossku_team @BNrasmi @zlk69 https://t.co/8HEjnR1He7	81203	Positive	27	4397	2022-02-15T08:15:20.001552Z	2022-02-15T08:15:20.001564Z	3.556
Sebab @DrZahidHamidi Dengar Apa Akar Umbi Mahu, Terus Tak Jadi Sign Up DAP or PKR Esok Pagi..	81202	Negative	27	4396	2022-02-15T08:15:16.034119Z	2022-02-15T08:15:16.034131Z	3.602
@IteungTea5 @InSrikandi_____ @warteg4545 @NBettercount @L42454thie @Freedomland5252 @OdriSeva @NaffA_HayA4603N @perangutan_ @Syam42933824 @SitiKho73381116 @MEffendi03 @LurahTanpoWargo @Enggang_Malam @DosaAman @54rwo_00 @MbahuRekso1796 @BFofZlhan @deva_khrisna @mak_itaam @freedomland7373 @Ban9_dzoel @CymonSatu @Deff1Masr12al_5 @PencabutHulk @bambangsuseno67 @Iwan80an @AngelQueen_99 @Orchid30327847 @Yang_Moelia @MawarSolitaire @M45BRO____ @awandiats @teriwinarno1 @NgaciroSL @dancersejati1 @habib_syechrell @Ban9DzoeL_07 @P4sop4ti2323 @Muslim_AntiPKI @UdinSam78807473 @Delicia97974543 @Abahnasaf3 @SendokG00433630 @Wanitadesapena1 @M1CH3LL4D4M55 @FKadrun Bersatu ummat Islam akan menjadi ancaman besar bagi rezim bipang... Rapatkan Barisan keadilan hrs ditegakkan. Ingat IBHRS dan KM 50 ! #UmatIslamBersatulah #UmatIslamBersatulah 16	81201	Negative	27	4395	2022-02-15T08:15:12.060279Z	2022-02-15T08:15:12.060291Z	7.244
@NewOpang Dar Rakyat yang Bergerak Usir lalat politik	81200	Negative	27	4394	2022-02-15T08:15:04.440167Z	2022-02-15T08:15:04.440179Z	2.588
@SyedAkramin terpaling pembangkang	81199	Negative	27	4393	2022-02-15T08:15:01.485426Z	2022-02-15T08:15:01.485439Z	2.368
@hanimomo @NajibRazak @drasyrafwajdi masalah yg kita hadap skrg punca dari umno laa kan? Berpolitik gila kuasa. Ing https://t.co/EtEuknKWHU	81198	Negative	27	4392	2022-02-15T08:14:58.705616Z	2022-02-15T08:14:58.705635Z	2.404
Kerajaan nak aniaya orang Selangor sebenarnya	81196	Negative	27	4390	2022-02-15T08:14:51.388946Z	2022-02-15T08:14:51.388960Z	1.459
Macam babi ahli politik ni. Kerja tak buat, then takut tak dpt kredit. Sumpah mmg nak kuasa je. Mmg kasi barai depa https://t.co/i4Aop1Y78u	81195	Negative	27	4389	2022-02-15T08:14:49.545501Z	2022-02-15T08:14:49.545515Z	1.164
Tetapi player politik Islam tetap teguh hadapi semua ini kerana asas perjuangannya kukuh berakarkan tauhid bersen https://t.co/V9iW5Jnxc0	81194	Positive	27	4388	2022-02-15T08:14:47.998327Z	2022-02-15T08:14:47.998341Z	4.988
Selangor diperintah oleh 2 kerajaan. Kerajaan Pusat yang diperintah oleh PN + BN, kerajaan Negeri yang diperintah https://t.co/mQAQWjksPa	81193	Neutral	27	4387	2022-02-15T08:14:42.634762Z	2022-02-15T08:14:42.634777Z	3.94
Sekarang murid ini sudah memasuki alam Tingkatan Lima. Murid ini menuntut ilmu di salah sebuah sekolah kerajaan di https://t.co/hvoFWPVQg4	81192	Neutral	27	4386	2022-02-15T08:14:38.312098Z	2022-02-15T08:14:38.312110Z	5.92
@kamalazizKinG @Ayahanda_MD @irwanserigar @DrZahidHamidi @umnoonline @Alamurni @HamdanRukun @Hanafiah67 @zlk69 Unta2 PH patut tgk kes Covid-19 kat Selangor, Negeri Sembilan &amp; KL. Bknkah semua tmpt ni dibawah PH? Siapa yg gagal sebenarnya? 70% drp keseluruhan kes dtg drp tmpat ni. Tak malu ke??	81191	Negative	27	4385	2022-02-15T08:14:32.031634Z	2022-02-15T08:14:32.031647Z	3.091
bangga betull ada pangkat su politik xthu ke rakyat dh benci smua geng2 ni	81190	Negative	27	4384	2022-02-15T08:14:28.566436Z	2022-02-15T08:14:28.566450Z	1.433
Beban keluarga . X macam anak org lain, kerja kerajaan , kerja company besar , gaji besar mampu bagi duit banyak. X https://t.co/Md9WR2Rp0G	81189	Negative	27	4383	2022-02-15T08:14:26.744801Z	2022-02-15T08:14:26.744814Z	2.348
TERKINI | EXCO Selangor, Ng Sze Han menegaskan lesen operasi kilang oleh PBT tertakluk di bawah Akta Kerajaan Tempa https://t.co/MhiEgdqKuM	81188	Negative	27	4382	2022-02-15T08:14:24.050859Z	2022-02-15T08:14:24.050872Z	2.584
18 Julai 2021 - Sdr Kamalruzaman Isa, Ketua Penerangan UMNO Bahagian Pulai menyampaikan bakul makanan sumbangan Ybh https://t.co/CmRIwtNa2U	81187	Positive	27	4381	2022-02-15T08:14:21.085887Z	2022-02-15T08:14:21.085900Z	5.463
Adun Teratai Selangor DAP kene tahan dekat Hutan mana entah dekat Pahang .. masuk Malaysiakini tak? Adun Sg Pelek https://t.co/gV3hXootQP	81185	Negative	27	4379	2022-02-15T08:14:11.826342Z	2022-02-15T08:14:11.826354Z	2.427
Hai guys kita buka mcm biasa tau hariniii. Jom jom support Geprek Kitchen @ Mutiara Damansara, Petaling Jaya, Selan https://t.co/9MCtcdr4BN	81184	Neutral	27	4378	2022-02-15T08:14:09.022775Z	2022-02-15T08:14:09.022790Z	2.971
hm bosan dah aku dengan kerajaan ni	81183	Negative	27	4377	2022-02-15T08:14:05.675758Z	2022-02-15T08:14:05.675773Z	1.181
Previous RT, gua setuju dengan Ad-dien. Ahli politik Malaysia bijak je sebenarnya. Sebab dia bijak lah dia buat2 be https://t.co/jyAXkNrEwO	81182	Negative	27	4376	2022-02-15T08:14:04.131078Z	2022-02-15T08:14:04.131091Z	13.691
Drpd kenyataan Doctor Amar Sikh kemungkinan besar boleh berlaku 5th covid-19 wave. Selagi dasar bodoh Kerajaan Lem https://t.co/fmPHodvuIq	81181	Negative	27	4375	2022-02-15T08:13:50.076310Z	2022-02-15T08:13:50.076325Z	2.877
Senang cerita macam ni. Kerajaan ini tahu figura mana yang mereka kena appoint dan sokong supaya boleh bersembunyi di belakang mereka dan mendapat tempias sokongan dari 'pengikut' mereka. Bermula dari ambil Dr Zulkifli al Bakri sbg menteri agama sampai all out utk UEL ke Gaza.	81180	Negative	27	4374	2022-02-15T08:13:46.827531Z	2022-02-15T08:13:46.827546Z	11.252
#teamRID Alhamdulillah..Sejarah Tercipta di Bahagian Bandar Tun Razak, Hari ini Pasukan Kebajikan Parti IMAN W https://t.co/Q5pAjdbhsS	81179	Positive	27	4373	2022-02-15T08:13:35.225486Z	2022-02-15T08:13:35.225504Z	1.988
DI MANAKAH BANTUAN KERAJAAN SEJUMLAH RM740,000 DI PARLIMEN GOPENG??? MISI BANTUAN HARUSLAH CEKAP, JANGAN LEMBAP D https://t.co/c0vbI43Ohw	81178	Negative	27	4372	2022-02-15T08:13:32.878143Z	2022-02-15T08:13:32.878155Z	1.216
@acap_munez Nnt ada yg bising knp bagi bersasar... lepas tu Kerajaan berbincang lagi... Hahahaha	81177	Negative	27	4371	2022-02-15T08:13:31.290808Z	2022-02-15T08:13:31.290823Z	1.143
https://t.co/l5fyjg29pP geng ini langgar sop mkn durian ya dikhabarkan geng politik bersatu Johor .	81176	Negative	27	4370	2022-02-15T08:13:29.778795Z	2022-02-15T08:13:29.778809Z	1.371
@harakahdailyHD Pembangkang yg dia maksudkan tu UMNO ke? Kalau PH takde langsung dalam DUN terengganu.	81175	Negative	27	4369	2022-02-15T08:13:28.054883Z	2022-02-15T08:13:28.054897Z	1.019
Ya allah asal bapak aku ni apologist kerajaan Dia salahkan Dr Dzul kes Selangor tinggi, hello ayah mamat MITI yang https://t.co/G2ZFqdgKtu	81174	Negative	27	4368	2022-02-15T08:13:26.662278Z	2022-02-15T08:13:26.662291Z	8.058
Surat rasmi peletakan jawatan semua ahli politik yang bodoh.	81173	Negative	27	4367	2022-02-15T08:13:18.227991Z	2022-02-15T08:13:18.228000Z	1.575
kalau ada perhimpunan rakyat sumpah aku join sekali waknat punya kerajaan siallllllllllL	81172	Negative	27	4366	2022-02-15T08:13:16.298857Z	2022-02-15T08:13:16.298869Z	1.832
Dia sorang masuk Bersatu	81171	Neutral	27	4365	2022-02-15T08:13:14.082129Z	2022-02-15T08:13:14.082144Z	1.82
"@aiamDeen @m0hdAsri @abdulhadiawang Sure ke M40 dpt? ""Kerajaan Selangor berpandangan golongan M40 ini berkemampuan https://t.co/gc7qBEsY0W"	81170	Negative	27	4364	2022-02-15T08:13:11.882129Z	2022-02-15T08:13:11.882142Z	2.633
Kerajaan terpaling suka mengkaji.	81169	Negative	27	4363	2022-02-15T08:13:08.895978Z	2022-02-15T08:13:08.895992Z	1.01
Serdang dan Penang tu dah boleh bina hospital kedua. Mungkin hospital kedua itu pun penuh. Di Penang, tanah untuk hospital swasta banyak, takkan satu itu tidak boleh untuk hospital kerajaan ?	81168	Negative	27	4362	2022-02-15T08:13:07.518286Z	2022-02-15T08:13:07.518298Z	140.089
Anwar Ibrahim ni kalau setakat tweet &amp; RT je dgn dia sekali aku rasa nak tunjal kepala. Ketua pembangkang apa entah https://t.co/RWibg7NTVn	81167	Negative	27	4361	2022-02-15T08:10:47.005015Z	2022-02-15T08:10:47.005029Z	11.294
Kalau kes positive covid banyak dekat negeri Selangor, kenapa kerajaan Selangor sendiri tak siasat atau tutup kilan https://t.co/nSFMkEpccd	81166	Negative	27	4360	2022-02-15T08:10:35.342231Z	2022-02-15T08:10:35.342245Z	2.054
Figura2 dalam UMNO ni mmg dah tak relevan. Puak penyangak, sombong, disregard to laws etc. The reason why aku TERLA https://t.co/zzQcvF5Gmb	81165	Negative	27	4359	2022-02-15T08:10:32.915778Z	2022-02-15T08:10:32.915793Z	2.427
Ramai mungkin anggap karier politik Azmin hampir ke penghujungnya, tapi kata pakar, Azmin ada peranan penting pada tahun2 akan datang di kancah politik Malaysia. Mungkin tidak di Gombak. Parasit jika hos dah tiada dia hanya perlu cari hos baru. https://t.co/Z4V4TNckj4	81164	Negative	27	4358	2022-02-15T08:10:30.112396Z	2022-02-15T08:10:30.112408Z	31.024
@MuhyiddinYassin Pengkhianat PH Mengianati Rakyat Yang Balik Rabu Untuk Tewaskan BN Jawatan GLC &amp; Menteri DiTawar K https://t.co/NnKELBvsaL	81163	Negative	27	4357	2022-02-15T08:09:58.708548Z	2022-02-15T08:09:58.708561Z	1.372
So ada cina create fake akaun impersonate melayu and tweet berbaur racism and controversial semata mata nak bagi bergolak isu perkauman and dia dari DAP muda. Lol.	81162	Negative	27	4356	2022-02-15T08:09:56.976248Z	2022-02-15T08:09:56.976262Z	1.379
awok kalau bab politik ni sebenornye maleh nak amik port tapi tulah politik rope gampang rakyat juga jadi mangsanya dEmOkRaSi	81161	Negative	27	4355	2022-02-15T08:09:55.231241Z	2022-02-15T08:09:55.231255Z	2.245
@Adwinswidanta @PenerangHARAPAN Terbaik la kerajaan Kelantan Jeles lak aku tengok korang senang2 dapat air teh o free kerajaan sponsor. Negeri lain dapat air kosong je	81160	Negative	27	4354	2022-02-15T08:09:52.590257Z	2022-02-15T08:09:52.590270Z	2.699
#Ipoh Kerajaan Perak mensasarkan 610,100 individu di Kinta akan menerima vaksin menjelang hujung tahun ini sebaik Pusat Pemberian Vaksin (PPV) secara pandu lalu di Stadium Indera Mulia mula beroperasi esok. (1/2) https://t.co/n4IJ9UxhzX	81159	Positive	27	4353	2022-02-15T08:09:49.512857Z	2022-02-15T08:09:49.512872Z	5.969
@AGCPutrajaya dalam hal ini .walau salah mereka.saya tetap marah kerajaan .dulu tak Da macam ni .kerajaan sekarang https://t.co/6aKOabWJAN	81158	Negative	27	4352	2022-02-15T08:09:43.174632Z	2022-02-15T08:09:43.174646Z	1.497
Sedapnye tgk rafizi attack kerajaan selangor. Semua menggeletik kepanasan.	81157	Negative	27	4351	2022-02-15T08:09:41.273382Z	2022-02-15T08:09:41.273395Z	2.636
@islyse dah sebati sgt dgn taktik kerajaan	81156	Negative	27	4350	2022-02-15T08:09:38.261818Z	2022-02-15T08:09:38.261832Z	1.44
Cuti tapi tak boleh nak keluar ke mana mana pun. Cilake punya kerajaan tak reti buat kerja.	81155	Negative	27	4349	2022-02-15T08:09:36.441674Z	2022-02-15T08:09:36.441688Z	31.056
Tahniah kerajaan	81154	Positive	27	4348	2022-02-15T08:09:05.013004Z	2022-02-15T08:09:05.013018Z	1.254
petanda yg pandemik covid ni lama lg nak pulih dkt Malaysia ni. Wayang politik Malaysia.	81153	Negative	27	4347	2022-02-15T08:09:03.404880Z	2022-02-15T08:09:03.404894Z	2.218
'Kami ingatkan UMNO supaya berhenti bermain politik. Sekiranya kerajaan Pusat bertukar maka kerajaan negeri di Joho https://t.co/tSAk5uAUmP	81152	Negative	27	4346	2022-02-15T08:09:00.819255Z	2022-02-15T08:09:00.819268Z	0.974
Siapa cakap kerajaan tak ada duit ?	81151	Negative	27	4345	2022-02-15T08:08:59.476176Z	2022-02-15T08:08:59.476189Z	1.014
Sistem E-kasih rasanya tidak perlu pilih kasih. Miskin tegar jak boleh apply ? Yang bergaji rm1200 lepas itu bnyk komitmen tak layak apply ? kalau boleh kerajaan negeri sabah kasi layak untuk semua golongan B40 @MasidiM @KKCity @SANDAKANtwt	81150	Negative	27	4344	2022-02-15T08:08:58.091720Z	2022-02-15T08:08:58.091734Z	2.016
Pimpinan Minta Semua Anggota Dukung Otsus dan Pon XX Papua Bersatu Lawan Covid19 https://t.co/Lq5Ldu4AvS	81149	Neutral	27	4343	2022-02-15T08:08:55.693121Z	2022-02-15T08:08:55.693133Z	9.269
Pada 1 Januari 1973, dibentuk Kerajaan Campuran PAS-Perikatan (Umno, MCA dan MIC). Ia diikuti pula oleh penubuhan B https://t.co/kFls6eV2i1	81148	Neutral	27	4342	2022-02-15T08:08:46.034356Z	2022-02-15T08:08:46.034371Z	3.949
Semoga kita semua terselamat daripada perkara yang tidak diingini. Banyakkan mengimbau saat saat indah. Hidup ini memang palat lagi lagi dapat pulak kerajaan buta tuli macam PN. Tapi percayalah, semua kebodohan ini tidak akan kekal selamanya. Ada bahagia menunggu kita.	81147	Negative	27	4341	2022-02-15T08:08:41.695553Z	2022-02-15T08:08:41.695566Z	3.987
ICU di Hospital kerajaan ni sangat selesa dan canggih. Tapi tulah, kalau kau da masuk sini maknanya 50/50 je lah, y https://t.co/9wP3rpkGE7	81146	Negative	27	4340	2022-02-15T08:08:37.347343Z	2022-02-15T08:08:37.347358Z	3.847
Nak tanya, semalam pergi tesco, kenapa barang electric dia pangkah tak bagi masuk? Bukan kerajaan kata dah boleh bukak ke?	81145	Neutral	27	4339	2022-02-15T08:08:33.113957Z	2022-02-15T08:08:33.113970Z	4.882
@youngsyefura Gelak je lah bodoh! tukar je lah parti!	81144	Negative	27	4338	2022-02-15T08:08:27.875514Z	2022-02-15T08:08:27.875528Z	2.147
Ah tarik balik. Kalau geng pembangkang nak join,off. Kau pun sama aku tentang.	81143	Negative	27	4337	2022-02-15T08:08:25.353089Z	2022-02-15T08:08:25.353103Z	2.132
@GTMT80 @saysdotcom I love Penang pun dah macam slogan politik	81142	Negative	27	4336	2022-02-15T08:08:22.850243Z	2022-02-15T08:08:22.850256Z	4.524
@TengkuHaslinda MB Kedah Kelantan ingat MakBapak dia punya kerajaan. ..ikut suka hati nak buka tutup. Dia lupa rak https://t.co/LpFLxZKlCI	81141	Negative	27	4335	2022-02-15T08:08:17.972872Z	2022-02-15T08:08:17.972884Z	1.436
Zaman remaja dihabiskan dengan kerja makan tido and baca kebodohan kerajaan. Setiap hari benda yg sama. Guwe stress	81140	Negative	27	4334	2022-02-15T08:08:16.160827Z	2022-02-15T08:08:16.160841Z	2.218
Lawan je kerajaan bodoh ni @MuhyiddinYassin	81139	Negative	27	4333	2022-02-15T08:08:13.568651Z	2022-02-15T08:08:13.568662Z	1.87
Jadi Nurul Izzah yg bantah pun sebab dendam politik keww https://t.co/RpVePogsB3	81138	Negative	27	4332	2022-02-15T08:08:11.319007Z	2022-02-15T08:08:11.319022Z	3.298
Berharap sangat kerajaan dapat buat lockdown tutup semua sektor kecuali makanan, logistik dan kesihatan utk 21 hari https://t.co/nzetvQNrLg	81137	Positive	27	4331	2022-02-15T08:08:07.622078Z	2022-02-15T08:08:07.622091Z	5.445
@OneCapik Yeahhh bg diorg sedar skit yg Pas dh x relevan utk politik rakyat n kembali kpd ceramah2 masjid shj haha	81136	Negative	27	4330	2022-02-15T08:08:01.814941Z	2022-02-15T08:08:01.814953Z	3.469
Kini360: Sultan Johor: Tak perlu ragu vaksin Covid-19 https://t.co/3tDTBOTwQm #PH #KerajaanGagal #PHKerajaanGagal #PHGagal	81135	Negative	27	4329	2022-02-15T08:07:57.984821Z	2022-02-15T08:07:57.984835Z	3.625
@SPRMMalaysia @KKMPutrajaya @DGHisham ..boleh tolong siasat kes ni.. Lokasi Kuala Wau, Maran Pahang.. Harap tak betul la kes vaksin tersebut takde disebabkan politik.	81133	Negative	27	4327	2022-02-15T08:04:36.371704Z	2022-02-15T08:04:36.371719Z	4.966
"AyobHussin Pulau Keramat Perak Today ""Najib tanpa TUN"" mungkin akan hilang pencen, harta dilelong Mahkamah Tinggi Kuala Lumpur semalam diberitahu bahawa tiada campur tangan politik dalam prosiding kebankrapan oleh Lembaga Hasil Dalam Negeri (LHDN) terhadap bekas https://t.co/FQJLJpK61l"	81132	Negative	27	4326	2022-02-15T08:04:31.039754Z	2022-02-15T08:04:31.039772Z	2.984
Kini360: Kelantan pastikan vaksinasi selesai sebelum tengkujuh - MB https://t.co/Zze4GJARWF #PH #KerajaanGagal #PHKerajaanGagal #PHGagal	81131	Negative	27	4325	2022-02-15T08:04:27.672972Z	2022-02-15T08:04:27.672990Z	184.41
Malaysian kalau kaji permainan politik malaysia ni bole jadi smpai gila tengok semua jenis tamak kuasa dgn sejarah https://t.co/69EOesnCqG	81130	Negative	27	4324	2022-02-15T08:01:22.827897Z	2022-02-15T08:01:22.827911Z	3.406
Kita dah usaha sehabisnya menerusi sosial media. Kerajaan dah berusaha menerusi saluran diplomatik utk bela Palestin Tapi Malaysia tak boleh berjuang sendiri. Selagi tiada penyatuan dari negara negara Islam lain. Sukar kita hendak goncang Israel tu. Tekanan ekonomi dan	81129	Negative	27	4323	2022-02-15T08:01:19.044892Z	2022-02-15T08:01:19.044905Z	3.974
Kerajaan mana nak dengar suara student kan https://t.co/uY9ldcaAFu	81128	Negative	27	4322	2022-02-15T08:01:14.690520Z	2022-02-15T08:01:14.690535Z	1.072
Lawatan kerja ke PPV di Kampung Rantau Panjang, Desa Makhota, Kota Tinggi, Johor. Program Outreach Vaksinasi COVID-19 adalah di antara inisiatif kerajaan membantu penduduk luar bandar menerima suntikan vaksin. Terima kasih kpd petugas kesihatan &amp; sukarelawan yg bertugas. https://t.co/L3eDjHgERZ	81127	Positive	27	4321	2022-02-15T08:01:13.263182Z	2022-02-15T08:01:13.263196Z	2.321
Kerajaan: Sila ambil vaksin Orang yg daftar awal dkt mysejahtera pun tak dapat2 lagi. Lagi2 bukan yg duduk area selangor.	81126	Negative	27	4320	2022-02-15T08:01:10.537443Z	2022-02-15T08:01:10.537456Z	6.223
Kerajaan memang gagal tuan, tapi sebab tuan yang tweet, saya menyirap pula. Tuan suka ambil kesempatan. Tuan jangan https://t.co/OVVlEtvjkH	81125	Negative	27	4319	2022-02-15T08:01:03.941735Z	2022-02-15T08:01:03.941756Z	1.036
Wahh dup dap dup dap eh rasa. Bukan sebab nervous tapi sebab sakit hati ! Panas je rasa satu badan	81124	Negative	27	4318	2022-02-15T08:01:02.542442Z	2022-02-15T08:01:02.542458Z	2.395
KM, DAP dan PN Pongpang KM buat hal lagi. Pongpang DAP sibuk bekap peneroka musang king hutan Raub ... Pongpang DAP Pulau Pinang kedarah air percuma Pongpang DAP Pulau Pinang jarah tanah kampung dan sungai buat ladang babi... Anwar anak Pulau Pinang buat buta... . https://t.co/Grs3h81naC	81123	Negative	27	4317	2022-02-15T08:00:59.744862Z	2022-02-15T08:00:59.744878Z	2.034
