link,Auction date/time,Land Used,State,District,Reserved Price (RM),Tenure
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44227,"22/02/2024, 09:00:00 am",Building,Pahang,Temerloh,"406,782.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44465,"22/02/2024, 09:00:00 am",Building,Selangor,Klang,"500,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44618,"22/02/2024, 09:00:00 am",Building,Selangor,Petaling,"3,078,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44329,"22/02/2024, 09:00:00 am",Residential,Selangor,Gombak,"110,000.00",Leasehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44372,"22/02/2024, 09:00:00 am",Building,Selangor,Ulu Langat,"450,000.00",Leasehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44371,"22/02/2024, 09:00:00 am",Residential,Selangor,Ulu Langat,"453,600.00",Leasehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44428,"22/02/2024, 09:00:00 am",Residential,Selangor,Petaling,"180,000.00",Leasehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44426,"22/02/2024, 09:00:00 am",Building,Wilayah Persekutuan Kuala Lumpur,Daerah  Kuala Lumpur,"291,600.00",Leasehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44315,"22/02/2024, 09:00:00 am",Building,Wilayah Persekutuan Kuala Lumpur,Kuala Lumpur,"200,000.00",Leasehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44719,"22/02/2024, 09:00:00 am",Building,Kedah,Kuala Muda,"135,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/43668,"22/02/2024, 09:00:00 am",Building,Kedah,Kuala Muda,"340,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/43669,"22/02/2024, 09:00:00 am",Building,Kedah,Kulim,"306,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/43671,"22/02/2024, 09:00:00 am",Building,Kedah,Kuala Muda,"280,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/43672,"22/02/2024, 09:00:00 am",Building,Kedah,Kuala Muda,"135,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/43451,"22/02/2024, 09:00:00 am",Building,Kedah,Kuala Muda,"126,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/43452,"22/02/2024, 09:00:00 am",Building,Kedah,Kuala Muda,"225,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44237,"22/02/2024, 09:00:00 am",Building,Negeri Sembilan,Port Dickson,"263,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44429,"22/02/2024, 09:00:00 am",Building,Pahang,Kuantan,"230,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44430,"22/02/2024, 09:00:00 am",Building,Pahang,Rompin,"260,000.00",Leasehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44224,"22/02/2024, 09:00:00 am",Building,Pahang,Maran,"239,148.45",Leasehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44227,"22/02/2024, 09:00:00 am",Building,Pahang,Temerloh,"406,782.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44465,"22/02/2024, 09:00:00 am",Building,Selangor,Klang,"500,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44618,"22/02/2024, 09:00:00 am",Building,Selangor,Petaling,"3,078,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44329,"22/02/2024, 09:00:00 am",Residential,Selangor,Gombak,"110,000.00",Leasehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44372,"22/02/2024, 09:00:00 am",Building,Selangor,Ulu Langat,"450,000.00",Leasehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44371,"22/02/2024, 09:00:00 am",Residential,Selangor,Ulu Langat,"453,600.00",Leasehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44428,"22/02/2024, 09:00:00 am",Residential,Selangor,Petaling,"180,000.00",Leasehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44370,"22/02/2024, 09:00:00 am",Building,Selangor,Gombak,"459,270.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44609,"22/02/2024, 09:00:00 am",Building,Selangor,Petaling,"630,000.00",Leasehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44612,"22/02/2024, 09:00:00 am",Building,Selangor,Kuala Selangor,"299,700.00",Leasehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44432,"22/02/2024, 09:00:00 am",Residential,Selangor,Ulu Selangor,"105,300.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44615,"22/02/2024, 09:00:00 am",Building,Selangor,Daerah Kuala Langat,"288,000.00",Leasehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44460,"22/02/2024, 09:00:00 am",Residential,Selangor,Petaling,"340,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44616,"22/02/2024, 09:00:00 am",Building,Selangor,Kuala Langat,"900,000.00",Leasehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44463,"22/02/2024, 09:00:00 am",Residential,Selangor,Petaling,"297,000.00",Leasehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44608,"22/02/2024, 09:00:00 am",Building,Selangor,Petaling,"410,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44779,"22/02/2024, 09:00:00 am",Residential,Selangor,Ulu Langat,"140,000.00",Leasehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44314,"22/02/2024, 09:00:00 am",Residential,Selangor,Petaling,"170,000.00",Leasehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44524,"22/02/2024, 09:00:00 am",Building,Selangor,Gombak,"297,000.00",Leasehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44781,"22/02/2024, 09:00:00 am",Building,Selangor,Sepang,"820,000.00",Leasehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44332,"22/02/2024, 11:00:00 am",Building,Johor,Kulai,"470,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44474,"22/02/2024, 11:00:00 am",Building,Johor,Johor Bahru,"1,665,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44480,"22/02/2024, 11:00:00 am",Building,Johor,Johor Bahru,"405,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44481,"22/02/2024, 11:00:00 am",Building,Johor,Johor Bahru,"688,500.00",Leasehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44476,"22/02/2024, 11:00:00 am",Building,Johor,Johor Bahru,"180,000.00",Leasehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44478,"22/02/2024, 11:00:00 am",Building,Johor,Batu Pahat,"300,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44479,"22/02/2024, 11:00:00 am",Agriculture,Johor,Muar,"5,500,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44452,"22/02/2024, 11:00:00 am",Building,Johor,Johor Bahru,"380,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44330,"22/02/2024, 11:00:00 am",Building,Johor,Johor Bahru,"300,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44455,"22/02/2024, 11:00:00 am",Building,Johor,Johor Bahru,"400,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44333,"22/02/2024, 11:00:00 am",Building,Johor,Johor Bahru,"100,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44456,"22/02/2024, 11:00:00 am",Building,Johor,Kota Tinggi,"131,220.00",Leasehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44457,"22/02/2024, 11:00:00 am",Building,Johor,Johor Bahru,"396,000.00",Leasehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44337,"22/02/2024, 11:00:00 am",Building,Johor,Johor Bahru,"340,200.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44459,"22/02/2024, 11:00:00 am",Building,Johor,Johor Bahru,"246,240.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44339,"22/02/2024, 11:00:00 am",Building,Johor,Johor Bahru,"378,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44462,"22/02/2024, 11:00:00 am",Building,Johor,Kota Tinggi,"270,000.00",Leasehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44466,"22/02/2024, 11:00:00 am",Building,Johor,Johor Bahru,"81,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44468,"22/02/2024, 11:00:00 am",Building,Johor,Johor Bahru,"620,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44341,"22/02/2024, 11:00:00 am",Building,Johor,Johor Bahru,"260,000.00",Leasehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44469,"22/02/2024, 11:00:00 am",Building,Johor,Johor Bahru,"380,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44470,"22/02/2024, 11:00:00 am",Building,Johor,Johor Bahru,"450,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44471,"22/02/2024, 11:00:00 am",Building,Johor,Daerah Johor Bahru,"570,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44473,"22/02/2024, 11:00:00 am",Building,Melaka,Melaka Tengah,"1,000,000.00",Leasehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/43396,"22/02/2024, 11:00:00 am",Building,Negeri Sembilan,Daerah Seremban,"350,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/43771,"22/02/2024, 11:00:00 am",Building,Negeri Sembilan,Seremban,"193,500.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/43774,"22/02/2024, 11:00:00 am",Building,Negeri Sembilan,Daerah Seremban,"202,500.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/43775,"22/02/2024, 11:00:00 am",Building,Negeri Sembilan,Tampin,"110,000.00",Leasehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/43793,"22/02/2024, 11:00:00 am",Building,Negeri Sembilan,Port Dickson,"117,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/43794,"22/02/2024, 11:00:00 am",Building,Negeri Sembilan,Port Dickson,"108,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/43773,"22/02/2024, 11:00:00 am",Building,Negeri Sembilan,Port Dickson,"91,530.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44335,"22/02/2024, 11:00:00 am",Building,Pahang,Rompin,"29,970.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44084,"22/02/2024, 11:00:00 am",Building,Pulau Pinang,Seberang Perai Utara,"307,800.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44085,"22/02/2024, 11:00:00 am",Building,Pulau Pinang,Barat Daya,"130,500.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44086,"22/02/2024, 11:00:00 am",Building,Pulau Pinang,Seberang Perai Tengah,"342,000.00",Leasehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45433,"22/02/2024, 11:00:00 am",Building,Perak,Kinta,"130,000.00",Leasehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44103,"22/02/2024, 11:00:00 am",Residential,Perak,Kinta,"215,000.00",Leasehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44104,"22/02/2024, 11:00:00 am",Residential,Perak,Daerah Majung,"350,000.00",Leasehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44105,"22/02/2024, 11:00:00 am",Residential,Perak,Kinta,"400,000.00",Leasehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44097,"22/02/2024, 11:00:00 am",Residential,Perak,Batang Padang,"225,000.00",Leasehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44102,"22/02/2024, 11:00:00 am",Building,Perak,Kinta,"143,000.00",Leasehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44099,"22/02/2024, 11:00:00 am",Building,Perak,Kampar,"207,000.00",Leasehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44100,"22/02/2024, 11:00:00 am",Building,Perak,Kuala Kangsar,"130,500.00",Leasehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44066,"22/02/2024, 11:00:00 am",Residential,Perak,Daerah Larut & Matang,"77,760.00",Leasehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44068,"22/02/2024, 11:00:00 am",Building,Perak,Kuala Kangsar,"105,000.00",Leasehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44069,"22/02/2024, 11:00:00 am",Building,Perak,Kuala Kangsar,"140,000.00",Leasehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44071,"22/02/2024, 11:00:00 am",Building,Perak,Kerian,"207,000.00",Leasehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44073,"22/02/2024, 11:00:00 am",Building,Perak,Hulu Perak,"117,000.00",Leasehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44074,"22/02/2024, 11:00:00 am",Building,Perak,Kerian,"515,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44075,"22/02/2024, 11:00:00 am",Building,Perak,Larut Matang,"145,800.00",Leasehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/42878,"26/02/2024, 09:00:00 am",Building,Wilayah Persekutuan Kuala Lumpur,Kuala Lumpur,"1,400,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44350,"26/02/2024, 09:00:00 am",Building,Wilayah Persekutuan Kuala Lumpur,Kuala Lumpur,"514,800.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44785,"26/02/2024, 09:00:00 am",Building,Wilayah Persekutuan Kuala Lumpur,Tiada,"2,250,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45264,"26/02/2024, 09:00:00 am",Building,Wilayah Persekutuan Kuala Lumpur,Kuala Lumpur,"378,000.00",Leasehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44345,"26/02/2024, 09:00:00 am",Building,Wilayah Persekutuan Kuala Lumpur,Kuala Lumpur,"801,900.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44346,"26/02/2024, 09:00:00 am",Building,Wilayah Persekutuan Kuala Lumpur,Daerah Kuala Lumpur,"740,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44343,"26/02/2024, 09:00:00 am",Building,Wilayah Persekutuan Kuala Lumpur,Kuala Lumpur,"378,000.00",Leasehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44344,"26/02/2024, 09:00:00 am",Building,Wilayah Persekutuan Kuala Lumpur,Kuala Lumpur,"2,650,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44355,"26/02/2024, 09:00:00 am",Building,Wilayah Persekutuan Kuala Lumpur,Kuala Lumpur,"375,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45032,"26/02/2024, 09:00:00 am",Building,Wilayah Persekutuan Kuala Lumpur,Kuala Lumpur,"315,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44087,"26/02/2024, 09:00:00 am",Building,Wilayah Persekutuan Kuala Lumpur,Kuala Lumpur,"405,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45668,"26/02/2024, 09:00:00 am",Building,Kedah,Kubang Pasu,"350,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44486,"26/02/2024, 09:00:00 am",Building,Kedah,Kulim,"190,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/42468,"26/02/2024, 09:00:00 am",Building,Kedah,Kuala Muda,"135,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/42470,"26/02/2024, 09:00:00 am",Building,Kedah,Kuala Muda,"170,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/43232,"26/02/2024, 09:00:00 am",Building,Kedah,Kuala Muda,"270,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/43456,"26/02/2024, 09:00:00 am",Building,Kedah,Kuala Muda,"300,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/43123,"26/02/2024, 09:00:00 am",Agriculture,Kelantan,Jajahan Jeli,"51,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/43125,"26/02/2024, 09:00:00 am",Agriculture,Kelantan,Jajahan Jeli,"37,000.00",Leasehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/43139,"26/02/2024, 09:00:00 am",Agriculture,Kelantan,Tumpat,"30,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/43126,"26/02/2024, 09:00:00 am",Agriculture,Kelantan,Pasir Puteh,"130,000.00",Leasehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/43127,"26/02/2024, 09:00:00 am",Others,Kelantan,Machang,"80,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/43027,"26/02/2024, 09:00:00 am",Building,Kelantan,Jajahan Tumpat,"150,000.00",Leasehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/43028,"26/02/2024, 09:00:00 am",Residential,Kelantan,Tumpat,"150,000.00",Leasehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/43029,"26/02/2024, 09:00:00 am",Building,Kelantan,Jajahan Tumpat,"150,000.00",Leasehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/43030,"26/02/2024, 09:00:00 am",Building,Kelantan,Jajahan Pasir Mas,"210,000.00",Leasehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/43031,"26/02/2024, 09:00:00 am",Building,Kelantan,Semerak,"150,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/43032,"26/02/2024, 09:00:00 am",Building,Kelantan,Kusial,"300,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44351,"26/02/2024, 09:00:00 am",Others,Negeri Sembilan,Seremban,"680,000.00",Leasehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44431,"26/02/2024, 09:00:00 am",Building,Negeri Sembilan,Seremban,"373,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44348,"26/02/2024, 09:00:00 am",Building,Negeri Sembilan,Seremban,"350,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44548,"26/02/2024, 09:00:00 am",Building,Perak,Kinta,"6,633,900.00",Leasehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44714,"26/02/2024, 09:00:00 am",Residential,Selangor,Petaling,"200,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44893,"26/02/2024, 09:00:00 am",Building,Selangor,Klang,"344,250.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44715,"26/02/2024, 09:00:00 am",Building,Selangor,Kuala Selangor,"460,000.00",Leasehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44894,"26/02/2024, 09:00:00 am",Building,Selangor,Hulu Langat,"290,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44619,"26/02/2024, 09:00:00 am",Building,Selangor,Petaling,"1,175,000.00",Leasehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44349,"26/02/2024, 09:00:00 am",Building,Selangor,Ulu Langat,"840,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44550,"26/02/2024, 09:00:00 am",Building,Selangor,Gombak,"450,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44347,"26/02/2024, 09:00:00 am",Building,Selangor,Petaling,"539,500.00",Leasehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44352,"26/02/2024, 09:00:00 am",Building,Selangor,Klang,"405,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44551,"26/02/2024, 09:00:00 am",Building,Selangor,Petaling,"2,000,000.00",Leasehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45042,"26/02/2024, 11:00:00 am",Building,Johor,Johor Bahru,"1,260,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45043,"26/02/2024, 11:00:00 am",Residential,Johor,Johor,"400,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45040,"26/02/2024, 11:00:00 am",Building,Johor,Kulai,"297,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45266,"26/02/2024, 11:00:00 am",Building,Johor,Johor Bahru,"243,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45267,"26/02/2024, 11:00:00 am",Building,Johor,Kluang,"381,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45269,"26/02/2024, 11:00:00 am",Building,Johor,Johor Bahru,"405,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45265,"26/02/2024, 11:00:00 am",Building,Johor,Johor Bahru,"291,600.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44672,"26/02/2024, 11:00:00 am",Building,Johor,Kulai,"430,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44673,"26/02/2024, 11:00:00 am",Building,Johor,Johor Bahru,"700,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44677,"26/02/2024, 11:00:00 am",Building,Johor,Kulai,"350,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45034,"26/02/2024, 11:00:00 am",Building,Johor,Batu Pahat,"270,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44678,"26/02/2024, 11:00:00 am",Building,Johor,Johor Bahru,"400,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44679,"26/02/2024, 11:00:00 am",Building,Johor,Daerah Kota Tinggi,"270,000.00",Leasehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44681,"26/02/2024, 11:00:00 am",Building,Johor,Johor Bahru,"657,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44683,"26/02/2024, 11:00:00 am",Building,Johor,Johor Bahru,"438,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45035,"26/02/2024, 11:00:00 am",Building,Johor,Johor Bahru,"380,000.00",Leasehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44620,"26/02/2024, 11:00:00 am",Building,Johor,Kluang,"250,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44686,"26/02/2024, 11:00:00 am",Building,Johor,Johor Bahru,"350,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44687,"26/02/2024, 11:00:00 am",Building,Johor,Johor Bahru,"400,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45039,"26/02/2024, 11:00:00 am",Building,Johor,Kulai,"315,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44694,"26/02/2024, 11:00:00 am",Building,Johor,Kota Tinggi,"138,510.00",Leasehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45270,"26/02/2024, 11:00:00 am",Building,Johor,Kluang,"270,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/43416,"26/02/2024, 11:00:00 am",Building,Johor,Tangkak,"370,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/43626,"26/02/2024, 11:00:00 am",Building,Negeri Sembilan,Seremban,"330,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/43552,"26/02/2024, 11:00:00 am",Building,Negeri Sembilan,Seremban,"430,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/43553,"26/02/2024, 11:00:00 am",Building,Negeri Sembilan,Daerah Port Dickson,"160,000.00",Freehold
https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/43554,"26/02/2024, 11:00:00 am",Building,Negeri Sembilan,Seremban,"1,035,000.00",Freehold
