"Program Name","Program Group","Program Description","Program Website URL","Date Started","Date Ended","Program Location","Contact Email","Startup Name","Startup Oneliner","Startup Description","Year Founded","Origin Country","Startup Website URL","Industry 1","Industry 2","Industry 3","Industry 4","Industry 5"
"MAP ASEAN Cohort 3","MaGIC Accelerator Program ASEAN","MaGIC Accelerator Program ASEAN Cohort 3 in year 2016",-,"2016 Aug 22, 24:00 AM +08:00","2016 Nov 22, 24:00 AM +08:00",-,map.asean@mymagic.my,"Laundry On The Go",-,"LaundryOnTheGo is an on demand laundry service with drop-off points across LRT stations within Klang Valley. We offer a quick and affordable solution to people who currently do their own laundry, by assimilating itself into their daily routine, instead of the other way around. We offer convenience to urban and busy people that find it hard for them to perform their laundry chores in between their hectic lifestyle and other priorities.",-,Malaysia,https://www.youtube.com/watch?v=OvcqThJhk9A,"Logistic & Transportation",-,-,-,-
"MAP ASEAN Cohort 3","MaGIC Accelerator Program ASEAN","MaGIC Accelerator Program ASEAN Cohort 3 in year 2016",-,"2016 Aug 22, 24:00 AM +08:00","2016 Nov 22, 24:00 AM +08:00",-,map.asean@mymagic.my,LetMeStore.com,-,"Letmestore.com is a company that provide storage and fulfillment service for the online entrepreneurs in order to solve two main problems of their business which are SPACE and TIME as most of them are doing it on part time basis to earn extra income to support their family. With us, all they need to do is just focus on doing sales and marketing, and let us take care of the rest. Our service includes, storage for their inventories, order processing, packaging and dealing with the courier service providers. ",-,Malaysia,https://www.youtube.com/watch?v=zHY-Uq1HVvU&feature=em-upload_owner,"Logistic & Transportation",-,-,-,-
"MAP ASEAN Cohort 3","MaGIC Accelerator Program ASEAN","MaGIC Accelerator Program ASEAN Cohort 3 in year 2016",-,"2016 Aug 22, 24:00 AM +08:00","2016 Nov 22, 24:00 AM +08:00",-,map.asean@mymagic.my,LokaLocal.com,-,"We believe in a world where traveler can discover authentic and unique experience with a local friend anywhere. This website connects travelers, who are looking for authentically local experiences, life and culture in Malaysia, and local experts, who listed and will lead their own trips. We enable travelers to see Malaysia through the local's eyes every day.",-,Malaysia,http://www.lokalocal.com/,E-Commerce,-,-,-,-
"MAP ASEAN Cohort 3","MaGIC Accelerator Program ASEAN","MaGIC Accelerator Program ASEAN Cohort 3 in year 2016",-,"2016 Aug 22, 24:00 AM +08:00","2016 Nov 22, 24:00 AM +08:00",-,map.asean@mymagic.my,Luxella.co,-,"Luxella.co is an e-commerce store that sells Japanese Beauty Products directly from Japan. We target a mid-range to high end market and stock exclusive products that are hard to find in Malaysia. ",-,Japan,https://luxella.co,E-Commerce,-,-,-,-
"MAP ASEAN Cohort 3","MaGIC Accelerator Program ASEAN","MaGIC Accelerator Program ASEAN Cohort 3 in year 2016",-,"2016 Aug 22, 24:00 AM +08:00","2016 Nov 22, 24:00 AM +08:00",-,map.asean@mymagic.my,"Madcat World",-,"Madcat World develops mobile apps and produces meaningful content that enrich people’s lives with over 1.3 million downloads from 201 countries. Our flagship app is PeaceBeUponYou which aims at helping users discover inspirational and educational content. PeaceBeUponYou app features daily reminders, articles, duas, zikir, songs, solat times, crowdsourced Musollas and halal restaurant information. The app also functions as a gateway to a variety of content of important topics such as adab, family, fiqh, social and women. The next phase will include commerce and services.",-,Malaysia,-,"Information & Communication ",-,-,-,-
"MAP ASEAN Cohort 3","MaGIC Accelerator Program ASEAN","MaGIC Accelerator Program ASEAN Cohort 3 in year 2016",-,"2016 Aug 22, 24:00 AM +08:00","2016 Nov 22, 24:00 AM +08:00",-,map.asean@mymagic.my,"Moo Locker",-,"MooCash is a rewards platform to earn 5 US dollar cash a day! The whole idea started with a lock screen app that rewards people for taking actions from their phone lock screen. To earn cash, users swipe left on their phone lock screen to install apps, visit page or watch videos. Moving forward, MooCash would expand to different channels such as Facebook Messenger and others.",-,Malaysia,https://www.youtube.com/watch?v=f33Pj7PX7aI,E-Commerce,-,-,-,-
"MAP ASEAN Cohort 3","MaGIC Accelerator Program ASEAN","MaGIC Accelerator Program ASEAN Cohort 3 in year 2016",-,"2016 Aug 22, 24:00 AM +08:00","2016 Nov 22, 24:00 AM +08:00",-,map.asean@mymagic.my,"Moto ResQ",-,"Moto ResQ is a convenient way to connects motorcycle owner with On-Demand motorcycle services.",-,Malaysia,http://motoresq.com,"Consulting & Services",-,-,-,-
"MAP ASEAN Cohort 3","MaGIC Accelerator Program ASEAN","MaGIC Accelerator Program ASEAN Cohort 3 in year 2016",-,"2016 Aug 22, 24:00 AM +08:00","2016 Nov 22, 24:00 AM +08:00",-,map.asean@mymagic.my,MyLabs,-,"MyLabs is an online laboratory results management system that allows patients, hospitals, clinics and stand-alone laboratory facilities to view and manage lab results securely.

We are a startup company from the Philippines who are health informatics specialists with the passion to fill the gaps in the health care industry.",-,Philippines,http://www.mylabs.ph,"Medical, Health & Wellness",-,-,-,-
"MAP ASEAN Cohort 3","MaGIC Accelerator Program ASEAN","MaGIC Accelerator Program ASEAN Cohort 3 in year 2016",-,"2016 Aug 22, 24:00 AM +08:00","2016 Nov 22, 24:00 AM +08:00",-,map.asean@mymagic.my,Nomster,-,"Nomster delivers quality digital services and creative solutions for businesses large or small; from oven-fresh start-ups to established organisations.",-,Singapore,http://nomster.com,-,-,-,-,-
"MAP ASEAN Cohort 3","MaGIC Accelerator Program ASEAN","MaGIC Accelerator Program ASEAN Cohort 3 in year 2016",-,"2016 Aug 22, 24:00 AM +08:00","2016 Nov 22, 24:00 AM +08:00",-,map.asean@mymagic.my,"Nomster Technologies Pte Ltd",-,"NOMSTER marries both food and gaming into a tool for F&B customer engagement. Specifically targeting millennials and youth, Nomster envisions a fun, engaging and effective customer engagement between F&B outlets and the youth community. Users can play a series of brand-infused mini games in Nomster and their rewards for playing games are actually tangible food rewards (e.g. free dining, food discounts, flash deals). ). You can literally get real prizes while playing, and redeem the prize through the app. The process is seamless. Users can exchange their winnings from the games with food discounts through our location-based real-time food aggregation.",-,Singapore,https://youtu.be/3jPVwfyMCVc,"Event, Marketing, Advertising",-,-,-,-
"MAP ASEAN Cohort 3","MaGIC Accelerator Program ASEAN","MaGIC Accelerator Program ASEAN Cohort 3 in year 2016",-,"2016 Aug 22, 24:00 AM +08:00","2016 Nov 22, 24:00 AM +08:00",-,map.asean@mymagic.my,Ombré,-,"Freee, algorithmic and personal fashion styling app that helps to determine the outfit suitable for users based on their physical traits.",-,Malaysia,http://www.ombre.me/#fashion-is-now-personal,E-Commerce,-,-,-,-
"MAP ASEAN Cohort 3","MaGIC Accelerator Program ASEAN","MaGIC Accelerator Program ASEAN Cohort 3 in year 2016",-,"2016 Aug 22, 24:00 AM +08:00","2016 Nov 22, 24:00 AM +08:00",-,map.asean@mymagic.my,Phyx,-,"Phyx is a digital warranty platform which helps you to store and activate all your product warranties effortlessly and conveniently into a single cloud-based account. It's free to use for consumers and it's the first warranty system which allows you to register across different brands. Available on mobile and web, Phyx is the first of its kind in South East Asia and we aim to become the industry standard for warranty management in the region and beyond.  ",-,Singapore,http://www.phyxapp.com/,-,-,-,-,-
"MAP ASEAN Cohort 3","MaGIC Accelerator Program ASEAN","MaGIC Accelerator Program ASEAN Cohort 3 in year 2016",-,"2016 Aug 22, 24:00 AM +08:00","2016 Nov 22, 24:00 AM +08:00",-,map.asean@mymagic.my,Prepp,-,"Prepp is a pre-order app for diners to dine-in & takeaway from restaurant without going through any service delay. We are a B2B business that provides a convenient platform for F&B outlets to start accepting online orders. ",-,Malaysia,https://youtu.be/pUxegz7wV-o,"Food & Beverages",-,-,-,-
"MAP ASEAN Cohort 3","MaGIC Accelerator Program ASEAN","MaGIC Accelerator Program ASEAN Cohort 3 in year 2016",-,"2016 Aug 22, 24:00 AM +08:00","2016 Nov 22, 24:00 AM +08:00",-,map.asean@mymagic.my,Seerslab,-,"Seerslab Inc., a California based mobile media service and technology company was founded in May 2014. It has designed a mobile real-time video editing app “lollicam” 
“Lollicam” is a Video Selfie Cam that will bring revolutionary Hollywood style fun with more than 400 stickers and VFX effects. Unlike the usual video recording apps which would require meticulous edits, Seerslab has adapted pre-processing technology which will allow these animations to feature in the video in real-time even before recording. 
",-,"United States",http://lollic.am,"Media and Entertainment",-,-,-,-
"MAP ASEAN Cohort 3","MaGIC Accelerator Program ASEAN","MaGIC Accelerator Program ASEAN Cohort 3 in year 2016",-,"2016 Aug 22, 24:00 AM +08:00","2016 Nov 22, 24:00 AM +08:00",-,map.asean@mymagic.my,SMARTSTUDY,-,"SmartStudy provides smart education, from development of content for preschool children to its distribution, utilizing smart devices and media. Employing mobile applications built by our experienced developers from online game and portal industries as its main channels, our content is delivered on multiple platforms through smart devices and media, including smartphones, tablets, IPTVs, smart TVs, and YouTube. PINKFONG mobile app series, delivering our original animated songs and stories which are educational and entertaining, accumulated 100 Million global downloads and ranked no.1 grossing education app in 109 countries. ",-,"South Korea",http://about.pinkfong.com/en,Education,-,-,-,-
"MAP ASEAN Cohort 3","MaGIC Accelerator Program ASEAN","MaGIC Accelerator Program ASEAN Cohort 3 in year 2016",-,"2016 Aug 22, 24:00 AM +08:00","2016 Nov 22, 24:00 AM +08:00",-,map.asean@mymagic.my,"Styline Collection",-,"Styline is a modest lifestyle based ecommerce launched in Bangladesh in April, 2015. Since it's launching it sold hijabs, abayas, shrugs, innercaps and accessories to ten thousands of customers. The sourcing depends on importing - mainly from Malaysia and China.

As we have a stronghold now in the local market, we want to set our footprints in other countries with rich Islamic lifestyle. We are now a 14 members team and growing 20% monthly. The goal is to setup a one-stop modest lifestyle store at very reasonable price.",-,Bangladesh,https://www.youtube.com/watch?v=nKglklWo27w,E-Commerce,-,-,-,-
"MAP ASEAN Cohort 3","MaGIC Accelerator Program ASEAN","MaGIC Accelerator Program ASEAN Cohort 3 in year 2016",-,"2016 Aug 22, 24:00 AM +08:00","2016 Nov 22, 24:00 AM +08:00",-,map.asean@mymagic.my,"Technerd Lab Sdn. Bhd.",-,"Technerd Lab focuses on providing solution especially in Halal ingredients. Halal Buddy is an app to recognise non halal ingredients in a product's ingredient label. This will help halal auditors and halal seekers, especially when there are no  reliable halal certification available abroad. We aim to ease the burden of Muslim abroad in finding halal.",-,Malaysia,https://youtu.be/rt6J44ruGLc,"Information & Communication ",-,-,-,-
"MAP ASEAN Cohort 3","MaGIC Accelerator Program ASEAN","MaGIC Accelerator Program ASEAN Cohort 3 in year 2016",-,"2016 Aug 22, 24:00 AM +08:00","2016 Nov 22, 24:00 AM +08:00",-,map.asean@mymagic.my,Traderwave,-,"Traderwave is developing a complete trading workflow solution, that empowers retail traders to analyze, execute and review their trading strategies, via a web-based broker neutral platform",-,Singapore,https://jomparking.com/login,-,-,-,-,-
"MAP ASEAN Cohort 3","MaGIC Accelerator Program ASEAN","MaGIC Accelerator Program ASEAN Cohort 3 in year 2016",-,"2016 Aug 22, 24:00 AM +08:00","2016 Nov 22, 24:00 AM +08:00",-,map.asean@mymagic.my,Unimuf,-,"Unimuf is a website that provides you with a car to be rented in the easiest and convenient way possible. Not only we provide cars for rentals, we also provide a ‘transporter service’ to ease your transport from a place to another without the hassle of looking for a parking spot and end up paying for it!",-,Malaysia,http://www.unimuf.com,"Logistic & Transportation",-,-,-,-
"MAP ASEAN Cohort 3","MaGIC Accelerator Program ASEAN","MaGIC Accelerator Program ASEAN Cohort 3 in year 2016",-,"2016 Aug 22, 24:00 AM +08:00","2016 Nov 22, 24:00 AM +08:00",-,map.asean@mymagic.my,WanderZoom,-,"WanderZoom is an online platform for booking local photographers for outdoor photo shoots.",-,Malaysia,http://wanderzoom.co,"Travel & Tourism",-,-,-,-
"MAP ASEAN Cohort 3","MaGIC Accelerator Program ASEAN","MaGIC Accelerator Program ASEAN Cohort 3 in year 2016",-,"2016 Aug 22, 24:00 AM +08:00","2016 Nov 22, 24:00 AM +08:00",-,map.asean@mymagic.my,WeStyleAsia,-,"WeStyleAsia is an online destination that helps people to find their trusted hairstylist, beauty and wellness experts, saving time and money, booking the services at real time. 

We aim to forge that kindred spirit between hair and beauty professionals and their customers through connecting them anytime, anywhere. As customers, the platform allows easy discovery to their preferred stylists and salons - this includes location, budget, style, reviews, recommendation and stylists’ portfolio. As merchants, WeStyleAsia would act as a strategic partner to value-add their business by creating a polished online presence, marketing their abilities through promoting their portfolios and lead generation",-,Malaysia,http://www.westyleasia.com,"Consulting & Services","Lifestyle & Fashion",-,-,-
"MAP ASEAN Cohort 3","MaGIC Accelerator Program ASEAN","MaGIC Accelerator Program ASEAN Cohort 3 in year 2016",-,"2016 Aug 22, 24:00 AM +08:00","2016 Nov 22, 24:00 AM +08:00",-,map.asean@mymagic.my,WRZiT,-,"WRZiT(?) is a crowd-powered transit system developed to improve usability of public transport by letting commuters know where and when to catch that bus from mobile devices.",-,Malaysia,http://www.wrzit.com,"Logistic & Transportation",-,-,-,-
"MAP ASEAN Cohort 3","MaGIC Accelerator Program ASEAN","MaGIC Accelerator Program ASEAN Cohort 3 in year 2016",-,"2016 Aug 22, 24:00 AM +08:00","2016 Nov 22, 24:00 AM +08:00",-,map.asean@mymagic.my,Yumcious,-,"Yumcious is a community marketplace for home cooked food. Sell what you've cooked, or get amazing food delivered straight to your door.",-,Malaysia,http://yumcious.com,"Food & Beverages",-,-,-,-
"MAP ASEAN Cohort 3","MaGIC Accelerator Program ASEAN","MaGIC Accelerator Program ASEAN Cohort 3 in year 2016",-,"2016 Aug 22, 24:00 AM +08:00","2016 Nov 22, 24:00 AM +08:00",-,map.asean@mymagic.my,ZOIBOX,-,"Zoibox is a subscription based branded toy rental company. We are committed to make branded toy affordable for middle class parents. Zoibox is like an online library for toys. Kids get to play with the coolest toy while parents get to save money and be worry-free.By subscribing to our service, customer gets to save money, space and the earth.",-,Malaysia,https://www.zoibox.com,Gaming,-,-,-,-
"MAP SE Cohort 1","MaGIC Accelerator Program SE","MaGIC Accelerator Program SE Cohort 1",-,"2015 Jul 27, 24:00 AM +08:00","2015 Oct 27, 24:00 AM +08:00",-,map.se@mymagic.my,"100% Project",-,"We are building a platform to help crowdfund educational projects - providing a channel for the public to contribute directly to classrooms in need.

Through the platform, teachers will be able to post classroom project requests on our website. These can range from request for classroom supplies (such as tables, chairs, ceiling fans, microscopes, laptops), materials for subject based projects or workshops to funds for learning field trips. Members of the public will be able to pick projects of their choice to fund.",2017,Malaysia,http://100percentproject.org,Education,Finance,-,-,-
"MAP SE Cohort 1","MaGIC Accelerator Program SE","MaGIC Accelerator Program SE Cohort 1",-,"2015 Jul 27, 24:00 AM +08:00","2015 Oct 27, 24:00 AM +08:00",-,map.se@mymagic.my,"ANB AGRO TRAINERS",-,"WE ARE NEW AGE AGROPRENEURS! 

AnB Agro Trainers is a social entrepreneurship up in north Malaysia focusing on creation of sustainable livelihood for youths, single mothers and their children and also senior citizens. We work in harmony with multicultural villagers. We make our presence by coaching them and up skilling  them via agriculture activities, capacity building and cottage industry, also  we offer agriculture guidance/advise. 

To date we have many success stories , touched many lives and still continuously working to instilling better future for our community. We see great prospect in agriculture to empower our society.",-,Malaysia,http://anbagrotrainers.wix.com/anb-agro-trainers,Agriculture,-,-,-,-
"MAP SE Cohort 1","MaGIC Accelerator Program SE","MaGIC Accelerator Program SE Cohort 1",-,"2015 Jul 27, 24:00 AM +08:00","2015 Oct 27, 24:00 AM +08:00",-,map.se@mymagic.my,"Ashoka Group Sdn Bhd",-,"We collect clothes and recyclables through recycle bins(with yellow smiley face) placed at residential areas, office towers and shopping centers. Our team regularly organizes recycling campaign to create awareness and highlight the importance of 3R through the interaction with residents.

""Turn waste into treasure and make the environmental care become easier"" is our main objectives.",-,Malaysia,http://yellowbin.org,Environment,-,-,-,-
"MAP SE Cohort 1","MaGIC Accelerator Program SE","MaGIC Accelerator Program SE Cohort 1",-,"2015 Jul 27, 24:00 AM +08:00","2015 Oct 27, 24:00 AM +08:00",-,map.se@mymagic.my,"Bas Abang Brian",-,"With the rise of childhood obesity in Malaysia and the once adult-related diseases now a growing presence  in children,  Bas Abang Brian's focus and challenge will be to tackling behaviorial-aspect of obesity through food and nutrition education and youth empowerment. We strongly believe that KNOWLEDGE is key to reverse the current trend and break the habit of unhealthy eating.  
",-,Malaysia,https://www.abangbrian.com/,"Food & Beverages",-,-,-,-
"MAP SE Cohort 1","MaGIC Accelerator Program SE","MaGIC Accelerator Program SE Cohort 1",-,"2015 Jul 27, 24:00 AM +08:00","2015 Oct 27, 24:00 AM +08:00",-,map.se@mymagic.my,BluBear,-,"We are a women owned social business in Malaysia that manufactures and sell cost effective cloth sanitary pads. Our mission is to empower women and girls through business, innovation and opportunity.

We aim to increase the underprivileged women income to 30-50%, reduce 25% of absenteeism to school going girls due to lack access to menstrual pads and poverty; and to reduce 40% of carbon footprint caused by disposable pads",2017,Malaysia,http://mysisterhood.org/about-sisterhood/,"Consulting & Services",-,-,-,-
"MAP SE Cohort 1","MaGIC Accelerator Program SE","MaGIC Accelerator Program SE Cohort 1",-,"2015 Jul 27, 24:00 AM +08:00","2015 Oct 27, 24:00 AM +08:00",-,map.se@mymagic.my,Cherrybomb,-,"Cherrybomb is a fashion e-commerce for the chic, conscious, and cultured. We make trendy, affordable and sustainable clothing for women. We aim to incorporate sustainable practices throughout our supply chain to reduce carbon footprint and pollution on earth. Our current collection is made of rescued deadstock fabric.",-,Malaysia,http://cherrybomb.co,"Lifestyle & Fashion",-,-,-,-
"MAP SE Cohort 1","MaGIC Accelerator Program SE","MaGIC Accelerator Program SE Cohort 1",-,"2015 Jul 27, 24:00 AM +08:00","2015 Oct 27, 24:00 AM +08:00",-,map.se@mymagic.my,Foodabox,"Foodabox is a social enterprise that seeks to address environmental degradation by providing affordable eco-friendly lunch box through an advertising model","Foodabox is Malaysia's leading one- stop food packaging provider and advertising agency. Get quote from an extensive range of products and services such as lunch box, cup, cutlery, paper bag, and many other disposable eco-friendly foodwares.",-,Malaysia,http://www.foodabox.com,"Food & Beverages",-,-,-,-
"MAP SE Cohort 1","MaGIC Accelerator Program SE","MaGIC Accelerator Program SE Cohort 1",-,"2015 Jul 27, 24:00 AM +08:00","2015 Oct 27, 24:00 AM +08:00",-,map.se@mymagic.my,FoodNinja,-,"FoodNinja is an online platform that connect business units that have surplus food to local charities that feed the poor.",-,Malaysia,http://-,"Food & Beverages",-,-,-,-
"MAP SE Cohort 1","MaGIC Accelerator Program SE","MaGIC Accelerator Program SE Cohort 1",-,"2015 Jul 27, 24:00 AM +08:00","2015 Oct 27, 24:00 AM +08:00",-,map.se@mymagic.my,"FYF Engineering Sdn Bhd",-,"PEMBINA OKU Resources (Ijok) is a Sendirian Berhad that was registered on Aug 28, 2015 with capital contribution of RM15,000.00 by FYF Engineering Sdn Bhd that hold 75% of the shareholding while the remaining shareholder is an NGO, PEMBINA (Pertubuhan Kebajikan Warga Kurang Upaya Malaysia). Our main business is providing rehabilitation and upskilling services to disabled children in Ijok, Kuala Selangor. Currently we are working closely Jabatan Kebajikan Masyarakat (JKM) and Hospital UiTM Sg Buloh to validate our patients. We are in the midst of crowdfunding to raise RM200,000 for the CAPEX and OPEX ",-,Malaysia,http://fyfesb.en.china.cn/,-,-,-,-,-
"MAP SE Cohort 1","MaGIC Accelerator Program SE","MaGIC Accelerator Program SE Cohort 1",-,"2015 Jul 27, 24:00 AM +08:00","2015 Oct 27, 24:00 AM +08:00",-,map.se@mymagic.my,GoodKids,-,"GoodKids is a social enterprise that empowers marginalized teenagers by using performing arts and counselling to instil confidence in them. With believe that everyone is capable of learning, we use alternative method to allow these teenagers to learn and develop skills. GoodKids also aims to create awareness among the society that children are capable of thriving regardless of their background given the right opportunity to them.",-,Malaysia,http://goodkids.com.my/,Education,-,-,-,-
"MAP SE Cohort 1","MaGIC Accelerator Program SE","MaGIC Accelerator Program SE Cohort 1",-,"2015 Jul 27, 24:00 AM +08:00","2015 Oct 27, 24:00 AM +08:00",-,map.se@mymagic.my,Gratis,-,"Gratis is a zero-waste platform with the mission to maximize the reuse of preloved items through sales of refurbished or upcycled products via our online marketplace. ",-,Malaysia,http://gratis.my,E-Commerce,-,-,-,-
"MAP SE Cohort 1","MaGIC Accelerator Program SE","MaGIC Accelerator Program SE Cohort 1",-,"2015 Jul 27, 24:00 AM +08:00","2015 Oct 27, 24:00 AM +08:00",-,map.se@mymagic.my,"HEART TREASURES SDN BHD",-,"We launched an Ecological Program as part of our occupational therapy and motor skills development with the aim of using 3R : Reuse, Redecorate and Reduce with a cause to create social and environmental sustainability as bringing forth growth to prosper our society. 
It also giving career opportunities and to transform society’s dream  by helping them to help themselves in a way of dignity and independently for our spectrum gifted community with autisms, development delay (slow learner), cerebral palsy, deaf & mute, attention deficit hyperactivity disorder (ADHD), physical disability, orphan, depression mother and single mother future.",-,Malaysia,http://facebook.comHeartTreasures,Education,Social,-,-,-
"MAP SE Cohort 1","MaGIC Accelerator Program SE","MaGIC Accelerator Program SE Cohort 1",-,"2015 Jul 27, 24:00 AM +08:00","2015 Oct 27, 24:00 AM +08:00",-,map.se@mymagic.my,"Hijab For Good","Where Fashion Meet Giving","Hijab for Good is a Muslimah lifestyle platform that connects people, businesses and social projects  to create sustainable change in what we call a giving eco-system. And we do so in turning the spare capacity in fashion sector into social progress. Hijab for good allows you to spend and donate at the very same time.
We believe by creating alternative solutions that can be more sustainable solutions in a long run. So instead of  simply continuing to finance social projects with donation we using consumer spending power. ",-,Malaysia,http://hijabforgood.com,E-Commerce,"Lifestyle & Fashion",-,-,-
"MAP SE Cohort 1","MaGIC Accelerator Program SE","MaGIC Accelerator Program SE Cohort 1",-,"2015 Jul 27, 24:00 AM +08:00","2015 Oct 27, 24:00 AM +08:00",-,map.se@mymagic.my,"Hijab For Good. Where fashion meet giving.",-,"Hijab for Good is a Muslimah lifestyle platform that connects people, businesses and social projects  to create sustainable change in what we call a giving eco-system. And we do so in turning the spare capacity in fashion sector into social progress. Hijab for good allows you to spend and donate at the very same time.
We believe by creating alternative solutions that can be more sustainable solutions in a long run. So instead of  simply continuing to finance social projects with donation we using consumer spending power. ",-,Malaysia,-,-,-,-,-,-
"MAP SE Cohort 1","MaGIC Accelerator Program SE","MaGIC Accelerator Program SE Cohort 1",-,"2015 Jul 27, 24:00 AM +08:00","2015 Oct 27, 24:00 AM +08:00",-,map.se@mymagic.my,Karya,-,"Karya is an arts based social enterprise. We believe strongly believe that access to arts education should be given to all and we would like to provide free art, art based education and art therapy to the shelter homes children and other underprivileged communities. We sustain ourselves by providing art classes and workshops to the public for a fee and also sales of handmade merchandise. ",-,Malaysia,http://instagram.comkarya.kl/,Education,-,-,-,-
"MAP SE Cohort 1","MaGIC Accelerator Program SE","MaGIC Accelerator Program SE Cohort 1",-,"2015 Jul 27, 24:00 AM +08:00","2015 Oct 27, 24:00 AM +08:00",-,map.se@mymagic.my,"Little Marios",-,"Little Marios is a social enterprise founded by five students from University of Science Malaysia in the early 2014. Little Marios integrate decentralized mushroom farming as an active income source for underserved community. At the same time it acts as a platform for them to learn new skillset, exposure to business management and cultivate entrepreneurial spirit amongst them.",-,Malaysia,http://littlemarios.strikingly.com,Agriculture,-,-,-,-
"MAP SE Cohort 1","MaGIC Accelerator Program SE","MaGIC Accelerator Program SE Cohort 1",-,"2015 Jul 27, 24:00 AM +08:00","2015 Oct 27, 24:00 AM +08:00",-,map.se@mymagic.my,MedRent,-,"We are Medrent, providing short term wheelchair rental service to aftercare patients and general public. 

Our primary objective is to provide better access to wheelchair to patients from low income group and to address environmental issue from premature disposal of wheelchair. Our long term objective is to provide patients from low income group and general public the access to affordable healthcare facilities.
 
We believe that with a little innovation, healthcare is affordable to everyone of the society.
",-,Malaysia,http://medrent.my,"Medical, Health & Wellness",-,-,-,-
"MAP SE Cohort 1","MaGIC Accelerator Program SE","MaGIC Accelerator Program SE Cohort 1",-,"2015 Jul 27, 24:00 AM +08:00","2015 Oct 27, 24:00 AM +08:00",-,map.se@mymagic.my,"Sambio Resources",-,"Sambio Resources is a social enterprise focusing on 'Used Cooking Oil' (UCO). We provide the tools and collection services for the targeted group such as orphanage centre, old folks home, urban and rural poor and underprivileged group of people. This business has been running since January 2015. The goal is to help our poor society to increase additional income by collecting UCO's and help mother nature. ",-,Malaysia,http://xused.com,Environment,-,-,-,-
"MAP SE Cohort 1","MaGIC Accelerator Program SE","MaGIC Accelerator Program SE Cohort 1",-,"2015 Jul 27, 24:00 AM +08:00","2015 Oct 27, 24:00 AM +08:00",-,map.se@mymagic.my,"Saora Industries","Built on aspirations to change the world by bringing safe drinking water and energy to the areas that need it the most through sustainable solutions","Saora Industries looks into the uplifting of lives through safe and affordable technology. Saora has innovated the solar powered water purification in the aim of delivering clean drinking water to rural and marginalised communities.Saora holds the proprietary rights to the technology that is being delivered to these rural homes.Saora works with various partners in making sure the impact is maximised throughout the process.",-,Malaysia,http://saoraindustries.com,Environment,-,-,-,-
"MAP SE Cohort 1","MaGIC Accelerator Program SE","MaGIC Accelerator Program SE Cohort 1",-,"2015 Jul 27, 24:00 AM +08:00","2015 Oct 27, 24:00 AM +08:00",-,map.se@mymagic.my,"Sewist Nest",-,"Sewist Nest is a social enterprise aims to empower refugees group through sewing training and job creation. To sustain this mission, Sewist Nest offers professional sewing classes to customers from different level of society. 

Knowing that sewing is a vital skill needed by fashion industry, Sewist Nest has a grandest vision to support this industry by promoting ethical fashion practice.  Together, we can build a better future for refugees and a creative solution for the industry players and the consumers.
",-,Malaysia,http://sewistnest.co,Education,-,-,-,-
"MAP SE Cohort 1","MaGIC Accelerator Program SE","MaGIC Accelerator Program SE Cohort 1",-,"2015 Jul 27, 24:00 AM +08:00","2015 Oct 27, 24:00 AM +08:00",-,map.se@mymagic.my,"Simply Cookies",-,"Simply Cookies aims to empower single mothers to break out of the poverty cycle by providing them with economic opportunities to balance financial independence and motherhood. We provide a whole value chain from capacity development, to resources to market linkages for the single mothers.We train them how to bake, supply them with baking equipment and help them sell. This allows them to focus on baking from home and bringing up their children,  being mothers and career women at the same time.",-,Malaysia,http://simplycookies.asia,"Food & Beverages",-,-,-,-
"MAP SE Cohort 1","MaGIC Accelerator Program SE","MaGIC Accelerator Program SE Cohort 1",-,"2015 Jul 27, 24:00 AM +08:00","2015 Oct 27, 24:00 AM +08:00",-,map.se@mymagic.my,"The Backyard Tour Guide (BTG)",-,"Backyard Tour Sdn Bhd seeks to address the issue of idling and low-quality employment of youths living in rural areas. We want to bring them to explore the possibility of conducting community-based tourism in their own beautiful backyards and culture that are not widely known. 

We approach, train and support them in this venture to help them gain increased income and life skills. We also help them to develop and market their tour packages. From that we gain commission and income from added services such as transportation and handicraft sales. ",-,Malaysia,http://mybackyardtour.com,"Travel & Tourism",-,-,-,-
"MAP SE Cohort 1","MaGIC Accelerator Program SE","MaGIC Accelerator Program SE Cohort 1",-,"2015 Jul 27, 24:00 AM +08:00","2015 Oct 27, 24:00 AM +08:00",-,map.se@mymagic.my,"The Nasi Lemak Project",-,"The Nasi Lemak Project (TNLP) is a social enterprise to sustain activities to eradicate poverty. We employ the urban poor to sell nasi lemak and food/ beverages to sustain our nonprofit activities, such as feeding, education, shelter and various other empowerment projects - available to view on our website (http://www.thenasilemakproject.com) or our facebook (http://www.facebook.com/thenasilemakproject).",-,Malaysia,http://thenasilemakproject.com,"Food & Beverages",-,-,-,-
