"Program Name","Program Group","Program Description","Program Website URL","Date Started","Date Ended","Program Location","Contact Email","Startup Name","Startup Oneliner","Startup Description","Year Founded","Origin Country","Startup Website URL","Industry 1","Industry 2","Industry 3","Industry 4","Industry 5"
"Amplify Accelerator Cohort 1","Amplify Accelerator","Not Available","Not Available","2018 Ogos 07 24:00 PG +08:00","2018 Ogos 07 24:00 PG +08:00","Not Available","Not Available","Kelas App","Not Available","All ICT Digital Services Provides",2017,Malaysia,http://www.kelasapp.com,Education,"Information & Communication ","Jobs & HR","Not Available","Not Available"
"Amplify Accelerator Cohort 1","Amplify Accelerator","Not Available","Not Available","2018 Ogos 07 24:00 PG +08:00","2018 Ogos 07 24:00 PG +08:00","Not Available","Not Available","Knocked Out Youth Enterprise","Not Available","Ethical. Sustainable. Expert. The Good Tailor aspires to be Malaysia's most ethical and transparent garment manufacturing company.","Not Available",Malaysia,https://koyaclothing.my/,"Lifestyle & Fashion","Not Available","Not Available","Not Available","Not Available"
"Amplify Accelerator Cohort 1","Amplify Accelerator","Not Available","Not Available","2018 Ogos 07 24:00 PG +08:00","2018 Ogos 07 24:00 PG +08:00","Not Available","Not Available","MYReaders Malaysia (Persatuan Literasi Anak Malaysia)","Not Available","At MYReaders, we empower children through communities by providing structured & sustainable reading programmes",2017,Malaysia,http://www.myreaders.org.my/,Education,"Not Available","Not Available","Not Available","Not Available"
"Amplify Award Batch 1","Amplify Award","Not Available","Not Available","2015 Dis 15 08:00 PG +08:00",-,"Not Available","Not Available","AnB Agro Trainers","Creating Livelihoods via Agriculture ","AnB Agro Trainers is a social entrepreneurship up in north Malaysia focusing on creation of sustainable livelihood for youths, single mothers and their children and also senior citizens. We work in harmony with multicultural villagers. We make our presence by coaching them and up skilling them via agriculture activities, capacity building and cottage industry, also we offer agriculture guidance/advise. To date we have many success stories , touched many lives and still continuously working to instilling better future for our community.","Not Available",Malaysia,http://anbagrotrainers.wix.com/anb-agro-trainers,Agriculture,"Not Available","Not Available","Not Available","Not Available"
"Amplify Award Batch 1","Amplify Award","Not Available","Not Available","2015 Dis 15 08:00 PG +08:00",-,"Not Available","Not Available","Batik Boutique","Not Available","A social enterprise producing high quality, hand-made Batik products made by artisans in Malaysia.",2012,Malaysia,http://thebatikboutique.com,"Lifestyle & Fashion","Not Available","Not Available","Not Available","Not Available"
"Amplify Award Batch 1","Amplify Award","Not Available","Not Available","2015 Dis 15 08:00 PG +08:00",-,"Not Available","Not Available","Biji Biji Initiative","Not Available","Biji-Biji Initiative is a Malaysian an environmental based social enterprise company that provides a range of up-cycling[1] and art installation services.",2013,Malaysia,http://biji-biji.com,"Art & Craft",Environment,"Not Available","Not Available","Not Available"
"Amplify Award Batch 1","Amplify Award","Not Available","Not Available","2015 Dis 15 08:00 PG +08:00",-,"Not Available","Not Available","Dialogue in the Dark","Not Available","Dialogue in the Dark is one of the world's most exciting life-changing experiences where visitors are guided by blind guides in absolute darkness","Not Available",Malaysia,http://dialogue-in-the-dark.com,Education,"Not Available","Not Available","Not Available","Not Available"
"Amplify Award Batch 1","Amplify Award","Not Available","Not Available","2015 Dis 15 08:00 PG +08:00",-,"Not Available","Not Available","Food for Good Project","Not Available","We bring corporate business to restaurants and convert corporate dining spending ($) into impactful CSR projects",2014,Malaysia,https://foodforgoodproject.com/,"Food & Beverages","Not Available","Not Available","Not Available","Not Available"
"Amplify Award Batch 1","Amplify Award","Not Available","Not Available","2015 Dis 15 08:00 PG +08:00",-,"Not Available","Not Available","Heart Treasures","A dignity-for-life transformation to our angels who have intellectual special abilities to become Artisan in developing their skills in the art of crafting as part of therapy.","We launched an Ecological Program as part of our occupational therapy and motor skills development with the aim of using 3R : Reuse, Redecorate and Reduce with a cause to create social and environmental sustainability as bringing forth growth to prosper our society. 
It also giving career opportunities and to transform society’s dream  by helping them to help themselves in a way of dignity and independently for our spectrum gifted community with autisms, development delay (slow learner), cerebral palsy, deaf & mute, attention deficit hyperactivity disorder (ADHD), physical disability, orphan, depression mother and single mother future.","Not Available",Malaysia,https://www.facebook.com/pg/hearttreasuressb/,Education,Social,"Not Available","Not Available","Not Available"
"Amplify Award Batch 1","Amplify Award","Not Available","Not Available","2015 Dis 15 08:00 PG +08:00",-,"Not Available","Not Available","Lembah Bujang Ecopark","Not Available","Lembah Bujang Ecopark is a travel agency that supports atuition centre of at least 100 children from the low-income community in Lembah Bujang.",2012,Malaysia,http://lembahbujang.com,"Travel & Tourism","Not Available","Not Available","Not Available","Not Available"
"Amplify Award Batch 1","Amplify Award","Not Available","Not Available","2015 Dis 15 08:00 PG +08:00",-,"Not Available","Not Available",Tanoti,"Not Available","Tanoti Sdn Bhd is a congregation of Sarawakian women weavers and artisans dedicated towards the production, promotion and proliferation of hand-crafted fabrics",2012,Malaysia,http://tanoticrafts.com,E-Commerce,"Not Available","Not Available","Not Available","Not Available"
"Amplify Award Batch 1","Amplify Award","Not Available","Not Available","2015 Dis 15 08:00 PG +08:00",-,"Not Available","Not Available","The Truly Loving Company (TLC)","The Truly Loving Company is a social enterprise that uses a corporate profit model to build a brand to generate long term, sustainable income for charities.","The “TLC” brand produces mainly household products that are as good if not better than many of the major brands you can name. These include:

kitchen cleaners
floor cleaners
bathroom cleaners
fabric care
We don't test on animals nor do we compromise on product standards. 

What also sets us apart is that 100% of TLC's dividends are given to charity. While there are many socially responsible Malaysian companies that support charities by donating a certain percentage of their income or profits to charitable causes, TLC gives 100% of its dividends to charity. ","Not Available",Malaysia,http://www.thetrulylovingcompany.com,Social,"Not Available","Not Available","Not Available","Not Available"
"Amplify Award Batch 2","Amplify Award","Not Available","Not Available","2016 Dis 08 08:00 PG +08:00",-,"Not Available","Not Available","Catama Borneo","Catama Borneo is a Social Enterprise working with Artisans in Sarawak, Borneo to create contemporary design pieces using traditional techniques. We strive for preservation through innovation to ensure","Catama Crafts- a Social Enterprise working with Borneon Artisans to develop contemporary craft products",2015,Malaysia,http://catamaborneo.com,"Lifestyle & Fashion","Not Available","Not Available","Not Available","Not Available"
"Amplify Award Batch 2","Amplify Award","Not Available","Not Available","2016 Dis 08 08:00 PG +08:00",-,"Not Available","Not Available","CHCC of PT Foundation","Not Available","The CHCC is PT Foundation’s Community Health Care Center. We provide much needed healthcare and support to the general public whilst maintaining our commitment to those most at risk of HIV/AIDS.",2015,Malaysia,http://ptfmalaysia.orgv2/hiv-sti-info/,"Medical, Health & Wellness","Not Available","Not Available","Not Available","Not Available"
"Amplify Award Batch 2","Amplify Award","Not Available","Not Available","2016 Dis 08 08:00 PG +08:00",-,"Not Available","Not Available",FOLO,"Not Available","Organic bio nutrient rich farming community in johor bahru Malaysia",2015,Malaysia,http://folofarms.com,Agriculture,"Not Available","Not Available","Not Available","Not Available"
"Amplify Award Batch 2","Amplify Award","Not Available","Not Available","2016 Dis 08 08:00 PG +08:00",-,"Not Available","Not Available",GOLD,"Not Available","GOLD is a vocational training centre for secondary school graduates with Special Needs – the Learning Disabilities",2015,Malaysia,http://gold3c.blogspot.com,Education,"Not Available","Not Available","Not Available","Not Available"
"Amplify Award Batch 2","Amplify Award","Not Available","Not Available","2016 Dis 08 08:00 PG +08:00",-,"Not Available","Not Available","Silent Teddies","Production and supply of cookies made by Hearing Impaired.","The cookies you purchased are freshly made without added preservatives by Silent Teddies Bakery in Kuala Lumpur.
Silent Teddies Bakery is an initiative by the Community Service Centre for the Deaf (CSCD) to equip Deaf youths with entrepreneurial skills that will enable them to be independent . All efforts will be done into supporting the CSCD programmes and its school for Deaf children.",2015,Malaysia,https://www.facebook.com/silentteddiesbakery/,Education,"Not Available","Not Available","Not Available","Not Available"
"Distro Camp","Distro Camp","Not Available","Not Available","2017 Mei 08 24:00 PG +08:00","2017 Mei 19 24:00 PG +08:00","730, Persiaran Apec, Cyberjaya, 63000 Cyberjaya, Selangor","Not Available",3Ciety,"Not Available","Print custom apparel",2015,Malaysia,https://3ciety.com/,"Not Available","Not Available","Not Available","Not Available","Not Available"
"Distro Camp","Distro Camp","Not Available","Not Available","2017 Mei 08 24:00 PG +08:00","2017 Mei 19 24:00 PG +08:00","730, Persiaran Apec, Cyberjaya, 63000 Cyberjaya, Selangor","Not Available","A job thing","Not Available","Not Available",2015,"Not Available",http://ajobthing.my,"Not Available","Not Available","Not Available","Not Available","Not Available"
"Distro Camp","Distro Camp","Not Available","Not Available","2017 Mei 08 24:00 PG +08:00","2017 Mei 19 24:00 PG +08:00","730, Persiaran Apec, Cyberjaya, 63000 Cyberjaya, Selangor","Not Available","Coin Pip","Not Available","CoinPip helps businesses to send money end-to-end to employees, freelancers and contractors around the world in under 48 hours, avoiding bank transfer fees and forex charges. Its goal is to reinvent how telegraphic transfers are made.",2014,Singapore,"http://coinpip.com ","Not Available","Not Available","Not Available","Not Available","Not Available"
"Distro Camp","Distro Camp","Not Available","Not Available","2017 Mei 08 24:00 PG +08:00","2017 Mei 19 24:00 PG +08:00","730, Persiaran Apec, Cyberjaya, 63000 Cyberjaya, Selangor","Not Available",CustomTtribe,"Not Available","Get custom fitted using our online fitting algorithm, measure your favorite shirt, or schedule a fitting in our office.",2017,Malaysia,"http://customtribe.com ","Not Available","Not Available","Not Available","Not Available","Not Available"
"Distro Camp","Distro Camp","Not Available","Not Available","2017 Mei 08 24:00 PG +08:00","2017 Mei 19 24:00 PG +08:00","730, Persiaran Apec, Cyberjaya, 63000 Cyberjaya, Selangor","Not Available",Digi-x,"Not Available","Our goal is to create new products and businesses beyond the telco realm that have the potential to impact people’s digital lives.",2016,"Not Available",http://digi-x.my,"Not Available","Not Available","Not Available","Not Available","Not Available"
"Distro Camp","Distro Camp","Not Available","Not Available","2017 Mei 08 24:00 PG +08:00","2017 Mei 19 24:00 PG +08:00","730, Persiaran Apec, Cyberjaya, 63000 Cyberjaya, Selangor","Not Available","Dr ko","Not Available"," Dr. Ko Clinic has been providing a comprehensive range of in-depth services from dermatology to cosmetic surgery.","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"Distro Camp","Distro Camp","Not Available","Not Available","2017 Mei 08 24:00 PG +08:00","2017 Mei 19 24:00 PG +08:00","730, Persiaran Apec, Cyberjaya, 63000 Cyberjaya, Selangor","Not Available",Easyuni,"Not Available","Discovery platform for universities",2011,Malaysia,http://easyuni.com,Education,"Not Available","Not Available","Not Available","Not Available"
"Distro Camp","Distro Camp","Not Available","Not Available","2017 Mei 08 24:00 PG +08:00","2017 Mei 19 24:00 PG +08:00","730, Persiaran Apec, Cyberjaya, 63000 Cyberjaya, Selangor","Not Available","Edu Adivisor","Not Available","EduAdvisor is an education course comparison portal in Malaysia",2014,Malaysia,http://eduadvisor.my,"Not Available","Not Available","Not Available","Not Available","Not Available"
"Distro Camp","Distro Camp","Not Available","Not Available","2017 Mei 08 24:00 PG +08:00","2017 Mei 19 24:00 PG +08:00","730, Persiaran Apec, Cyberjaya, 63000 Cyberjaya, Selangor","Not Available","Grounded Learning","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"Distro Camp","Distro Camp","Not Available","Not Available","2017 Mei 08 24:00 PG +08:00","2017 Mei 19 24:00 PG +08:00","730, Persiaran Apec, Cyberjaya, 63000 Cyberjaya, Selangor","Not Available","Happy Bunch","online flower delivery service that offers one specially curated bunch a day at an affordable price with free same day delivery","Happy Bunch is about delivering happiness all over the Klang Valley in the simplest, most affordable and awesome way.

We curate one bunch of flowers daily using our signature rustic wrap for RM42 (including delivery) so people all over Klang Valley can now send flowers for every reason or no reason at all. The magic of ""just because flowers"" have changed the floral landscape completely as people now no longer need a special occasion or reason to send flowers, but send them ""just because"". Spreading smiles & happiness all over Klang Valley have never been easier or more affordable!",2014,Malaysia,http://www.happybunch.com.my,E-Commerce,"Not Available","Not Available","Not Available","Not Available"
"Distro Camp","Distro Camp","Not Available","Not Available","2017 Mei 08 24:00 PG +08:00","2017 Mei 19 24:00 PG +08:00","730, Persiaran Apec, Cyberjaya, 63000 Cyberjaya, Selangor","Not Available","Happy Wedding","Not Available","Not Available",2014,Thailand,http://happywedding.life,"Not Available","Not Available","Not Available","Not Available","Not Available"
"Distro Camp","Distro Camp","Not Available","Not Available","2017 Mei 08 24:00 PG +08:00","2017 Mei 19 24:00 PG +08:00","730, Persiaran Apec, Cyberjaya, 63000 Cyberjaya, Selangor","Not Available","I Motor Bike","Not Available","New&used motorcycle, part, accessories with best price.",2016,Malaysia,http://imotorbike.com,Automotive,"Not Available","Not Available","Not Available","Not Available"
"Distro Camp","Distro Camp","Not Available","Not Available","2017 Mei 08 24:00 PG +08:00","2017 Mei 19 24:00 PG +08:00","730, Persiaran Apec, Cyberjaya, 63000 Cyberjaya, Selangor","Not Available",Khazanah,"Not Available","Khazanah Nasional Berhad is the strategic investment fund of the Government of Malaysia. We are entrusted to hold the strategic assets of the Government, and to undertake commercial investments on behalf of the nation.",1998,Malaysia,http://khazanah.com.my,"Not Available","Not Available","Not Available","Not Available","Not Available"
"Distro Camp","Distro Camp","Not Available","Not Available","2017 Mei 08 24:00 PG +08:00","2017 Mei 19 24:00 PG +08:00","730, Persiaran Apec, Cyberjaya, 63000 Cyberjaya, Selangor","Not Available","Ko Skin Laser","Not Available","Malaysia's leading dermatology, laser and aesthetic clinic, gaining trusts of medical professionals and clients across the globe",2005,Malaysia,http://koskinlaser.com,"Not Available","Not Available","Not Available","Not Available","Not Available"
"Distro Camp","Distro Camp","Not Available","Not Available","2017 Mei 08 24:00 PG +08:00","2017 Mei 19 24:00 PG +08:00","730, Persiaran Apec, Cyberjaya, 63000 Cyberjaya, Selangor","Not Available",KONSERKU,"Konserku allows artists and concert organizers to produce concerts without  financial risk. ","Konserku is a website for concert promoters to produce concerts without any financial risk involved by crowdsourcing demand directly from the music fans in the city. We provide concert promoters with list of most-wanted and profitable concerts, in which music fans are the ones deciding which music artists they want to see performing in their city. Through the concert campaigns that the music fans participate on Konserku, music fans are able to secure their tickets to the concerts, as well as securing other concert benefits that enhance the music fans' concert experience.",2017,"Not Available",http://www.konserku.com,Entertainment,"Not Available","Not Available","Not Available","Not Available"
"Distro Camp","Distro Camp","Not Available","Not Available","2017 Mei 08 24:00 PG +08:00","2017 Mei 19 24:00 PG +08:00","730, Persiaran Apec, Cyberjaya, 63000 Cyberjaya, Selangor","Not Available","Light Bulb","Not Available","Not Available",2018,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"Distro Camp","Distro Camp","Not Available","Not Available","2017 Mei 08 24:00 PG +08:00","2017 Mei 19 24:00 PG +08:00","730, Persiaran Apec, Cyberjaya, 63000 Cyberjaya, Selangor","Not Available",LocalUsher,"localusher is an online platform for city-dwellers to discover and book places/activities around them that are less well-known","LocalUsher is an online platform for city-dwellers to discover and book places/activities around them that are less well-known.","Not Available",Malaysia,http://www.localusher.com,"Travel & Tourism","Not Available","Not Available","Not Available","Not Available"
"Distro Camp","Distro Camp","Not Available","Not Available","2017 Mei 08 24:00 PG +08:00","2017 Mei 19 24:00 PG +08:00","730, Persiaran Apec, Cyberjaya, 63000 Cyberjaya, Selangor","Not Available",Maideasy,"On-demand domestic helpers with 100% Malaysian crew","Maideasy is a homegrown Malaysian company that seeks to revolutionise the way we book part-time cleaners. We provide a simple platform for homeowners to book part time cleaners under 60 seconds - anytime, anywhere from any web or mobile device.

It is our mission to be dedicated to help all those who are short on time - busy professionals, overworked stay-at-home mums and single parents with big responsibilities - to have perfect and clean homes.

We are also dedicated to uplifting the standard of living of many Malaysians by providing them with job opportunities that pays them a fair livable wage. In order to accomplish this mission, we use technology to optimise the operation costs.",2014,Malaysia,https://www.maideasy.my,E-Commerce,"Not Available","Not Available","Not Available","Not Available"
"Distro Camp","Distro Camp","Not Available","Not Available","2017 Mei 08 24:00 PG +08:00","2017 Mei 19 24:00 PG +08:00","730, Persiaran Apec, Cyberjaya, 63000 Cyberjaya, Selangor","Not Available","Makan Sharing","Not Available","Get your home-cooked meals here!",2014,Malaysia,http://makansharing.com,"Not Available","Not Available","Not Available","Not Available","Not Available"
"Distro Camp","Distro Camp","Not Available","Not Available","2017 Mei 08 24:00 PG +08:00","2017 Mei 19 24:00 PG +08:00","730, Persiaran Apec, Cyberjaya, 63000 Cyberjaya, Selangor","Not Available",PostCo,"PostCo is a parcel collection and delivery service provider for online shopping.","PostCo is a parcel collection and delivery service provider for online shopping.",2015,Malaysia,http://www.postco.com.my,"Logistic & Transportation","Not Available","Not Available","Not Available","Not Available"
"Distro Camp","Distro Camp","Not Available","Not Available","2017 Mei 08 24:00 PG +08:00","2017 Mei 19 24:00 PG +08:00","730, Persiaran Apec, Cyberjaya, 63000 Cyberjaya, Selangor","Not Available","Property Price Tag","Not Available","property data company that harvests, cleans and analyses large amounts of city data, through artificial intelligence and proprietary algorithms to extract trends and patterns in the built environment.",2014,Malaysia,http://Propertypricetag.com,"Not Available","Not Available","Not Available","Not Available","Not Available"
"Distro Camp","Distro Camp","Not Available","Not Available","2017 Mei 08 24:00 PG +08:00","2017 Mei 19 24:00 PG +08:00","730, Persiaran Apec, Cyberjaya, 63000 Cyberjaya, Selangor","Not Available","Rent A Dress","Not Available","Malaysia's first designer rental portal, bringing you dresses right to your doorstep! Select from countless designers and labels!",2014,Malaysia,http://rentadress.com.my,"Not Available","Not Available","Not Available","Not Available","Not Available"
"Distro Camp","Distro Camp","Not Available","Not Available","2017 Mei 08 24:00 PG +08:00","2017 Mei 19 24:00 PG +08:00","730, Persiaran Apec, Cyberjaya, 63000 Cyberjaya, Selangor","Not Available",Servishero,"Not Available","App based on demand marketplace for local services",2015,Malaysia,http://servishero.com,E-Commerce,"Not Available","Not Available","Not Available","Not Available"
"Distro Camp","Distro Camp","Not Available","Not Available","2017 Mei 08 24:00 PG +08:00","2017 Mei 19 24:00 PG +08:00","730, Persiaran Apec, Cyberjaya, 63000 Cyberjaya, Selangor","Not Available",Slurp,"Not Available","Cloud based restaurant management software",2013,Malaysia,http://getslurp.com,"Food & Beverages","Not Available","Not Available","Not Available","Not Available"
"Distro Camp","Distro Camp","Not Available","Not Available","2017 Mei 08 24:00 PG +08:00","2017 Mei 19 24:00 PG +08:00","730, Persiaran Apec, Cyberjaya, 63000 Cyberjaya, Selangor","Not Available","Softinn Solutions","Not Available","Free Online Booking Engine for Hotels",2017,Malaysia,http://mySoftinn.com,"Travel & Tourism","Not Available","Not Available","Not Available","Not Available"
"Distro Camp","Distro Camp","Not Available","Not Available","2017 Mei 08 24:00 PG +08:00","2017 Mei 19 24:00 PG +08:00","730, Persiaran Apec, Cyberjaya, 63000 Cyberjaya, Selangor","Not Available",Supahands,"Not Available","Automated distribution of microtasks to a curated human intelligence workforce for quality results at scale",2012,Malaysia,http://supahands.com,"Information & Communication ","Not Available","Not Available","Not Available","Not Available"
"Distro Camp","Distro Camp","Not Available","Not Available","2017 Mei 08 24:00 PG +08:00","2017 Mei 19 24:00 PG +08:00","730, Persiaran Apec, Cyberjaya, 63000 Cyberjaya, Selangor","Not Available","Teak Capital","Not Available","Not Available",2008,Malaysia,http://www.teakcapital.com.my/,"Not Available","Not Available","Not Available","Not Available","Not Available"
"Distro Camp","Distro Camp","Not Available","Not Available","2017 Mei 08 24:00 PG +08:00","2017 Mei 19 24:00 PG +08:00","730, Persiaran Apec, Cyberjaya, 63000 Cyberjaya, Selangor","Not Available","Trusted Company","Not Available","Trusted Professionals for all your home service needs. Book service providers instantly at fair prices, or get quotations to compare.",2001,Malaysia,http://trustedcompany.com,"Not Available","Not Available","Not Available","Not Available","Not Available"
"Distro Camp","Distro Camp","Not Available","Not Available","2017 Mei 08 24:00 PG +08:00","2017 Mei 19 24:00 PG +08:00","730, Persiaran Apec, Cyberjaya, 63000 Cyberjaya, Selangor","Not Available","Vase Technologies","Not Available","Market research via means of surveys",2016,Malaysia,https://client.getvase.com/product.pdf,"Not Available","Not Available","Not Available","Not Available","Not Available"
"Distro Camp","Distro Camp","Not Available","Not Available","2017 Mei 08 24:00 PG +08:00","2017 Mei 19 24:00 PG +08:00","730, Persiaran Apec, Cyberjaya, 63000 Cyberjaya, Selangor","Not Available","Vocket Media","Not Available","VOCKET ialah sebuah digital media yang memaparkan berita berita terbaru tentang travel, teknologi, fesyen dan kreativiti.","Not Available",Malaysia,https://www.thevocket.com/,"Not Available","Not Available","Not Available","Not Available","Not Available"
"Distro Camp","Distro Camp","Not Available","Not Available","2017 Mei 08 24:00 PG +08:00","2017 Mei 19 24:00 PG +08:00","730, Persiaran Apec, Cyberjaya, 63000 Cyberjaya, Selangor","Not Available","Wealth Revolution Group","Not Available","Not Available",2012,"Not Available",http://wealthrevolutiongroup.com,"Not Available","Not Available","Not Available","Not Available","Not Available"
"Distro Camp","Distro Camp","Not Available","Not Available","2017 Mei 08 24:00 PG +08:00","2017 Mei 19 24:00 PG +08:00","730, Persiaran Apec, Cyberjaya, 63000 Cyberjaya, Selangor","Not Available",Wma,"Not Available","Not Available",2009,"Not Available",http://wma.my,"Not Available","Not Available","Not Available","Not Available","Not Available"
"Distro Dojo Batch 1","Distro Dojo","Not Available","Not Available","2014 Ogos 01 08:00 PG +08:00","2014 Sep 10 08:00 PG +08:00","Not Available","Not Available","Catch That Bus","Not Available","Online aggregator portal and android app for intercity buses in Malaysia",2011,Malaysia,http://catchthatbus.com,"Logistic & Transportation","Not Available","Not Available","Not Available","Not Available"
"Distro Dojo Batch 1","Distro Dojo","Not Available","Not Available","2014 Ogos 01 08:00 PG +08:00","2014 Sep 10 08:00 PG +08:00","Not Available","Not Available",iMoney,"Not Available","Financial products comparison platform",2012,Malaysia,http://imoney.my,Finance,"Not Available","Not Available","Not Available","Not Available"
"Distro Dojo Batch 1","Distro Dojo","Not Available","Not Available","2014 Ogos 01 08:00 PG +08:00","2014 Sep 10 08:00 PG +08:00","Not Available","Not Available",ORORI,"Not Available","Online store for jewelery",2002,Indonesia,http://orori.com,"Lifestyle & Fashion","Not Available","Not Available","Not Available","Not Available"
